game_date,CH,CS,CU,EP,FA,FC,FF,FS,KC,KN,SC,SI,SL
2021-09-11,1781.419028340081,2178.0,2526.2441860465115,,,2404.3939393939395,2255.1311123052124,1355.9887640449438,2566.6724137931033,,,2168.233830845771,2408.8979118329466
2021-09-12,1760.8362831858408,,2549.057926829268,,,2398.912087912088,2266.6036662452593,1342.4864864864865,2722.299212598425,,,2157.166240409207,2400.35375
2021-09-13,1785.704433497537,2499.625,2620.5714285714284,,2356.8571428571427,2331.878205128205,2298.4722792607804,1060.5384615384614,2505.2982456140353,,,2156.937198067633,2458.2257462686566
2021-09-14,1741.995991983968,,2441.3817787418657,,,2329.671924290221,2262.0568690095847,1346.4336283185842,2512.734693877551,,,2096.0364145658264,2401.653172866521
2021-09-15,1727.9898648648648,,2459.433510638298,,,2353.246511627907,2280.4578532443907,1433.7,2542.8,,,2080.5247933884298,2362.6029567053856
2021-09-16,1777.7323076923076,,2461.653658536585,,,2305.006711409396,2276.2543153049482,1551.311475409836,2534.346153846154,,,2107.377094972067,2401.4073226544624
2021-09-17,1775.5667870036102,2256.0,2436.3259493670885,,,2327.2067669172934,2220.983764281419,1144.6829268292684,2413.405172413793,,,2104.7640449438204,2384.7381671701914
2021-09-18,1731.6924603174602,2529.5,2570.5239130434784,,,2454.979827089337,2261.5083724045544,1372.7446808510638,2795.0,,,2182.981366459627,2411.5281690140846
2021-09-19,1763.9093137254902,2570.0,2468.2262773722628,,,2375.425287356322,2255.5888678051865,1322.867088607595,2497.6111111111113,,,2108.8338926174497,2369.427194860814
2021-09-20,1743.0320197044334,,2413.984076433121,,,2356.706730769231,2239.6192468619247,488.5,2501.6111111111113,,,2129.9692556634304,2338.170731707317
2021-09-21,1737.2814814814815,2260.0,2443.5662983425414,,,2318.9675324675327,2283.849935316947,1562.3835616438357,2556.176470588235,,,2125.4584487534626,2414.9822222222224
2021-09-22,1792.8344671201814,2319.3333333333335,2498.2943548387098,,,2366.743169398907,2258.0751366120217,1234.142857142857,2533.6309523809523,,,2112.3340961098397,2333.3405405405406
2021-09-23,1786.8090452261306,,2460.7205479452055,,,2416.128888888889,2246.1989619377164,1667.9148936170213,2703.8709677419356,,,2118.2604340567614,2387.04248861912
2021-09-24,1684.541935483871,2379.0,2451.435950413223,,2046.7272727272727,2337.433628318584,2271.228855721393,1339.642857142857,2396.865979381443,,,2138.529711375212,2388.847697756789
2021-09-25,1741.0218687872764,2574.5384615384614,2569.199460916442,,,2496.5955056179773,2281.998611111111,847.9473684210526,2527.9830508474574,,,2105.506906077348,2417.367914438503
2021-09-26,1843.417661097852,2191.3333333333335,2412.0626506024096,,,2332.419491525424,2274.2744078567302,1332.476821192053,2535.081632653061,,,2128.773940345369,2353.818181818182
