,level_0,index,game_date,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate
,,,,FA,CH,FT,CU,SI,FS,FC
433,433,433,2017-05-02,,1862.169102296451,2163.15866388309,2548.9180887372013,2147.165966386555,1428.5194805194806,2301.014492753623
434,434,434,2017-05-03,,1807.8398876404494,2143.4240506329115,2562.309523809524,2111.3317865429235,1549.4660194174758,2338.4
435,435,435,2017-05-04,,1885.5068870523417,2125.0846774193546,2419.8476454293627,2158.7631578947367,1711.877192982456,2317.762962962963
436,436,436,2017-05-05,,1774.5811088295688,2189.9526813880125,2502.0254545454545,2107.1233766233768,1502.3488372093022,2283.097222222222
437,437,437,2017-05-06,,1773.8706140350878,2117.5174013921114,2425.9892086330933,2076.833846153846,1480.1162790697674,2294.605633802817
438,438,438,2017-05-07,,1744.258064516129,2167.1009708737865,2466.6432291666665,2061.451063829787,1418.4831460674156,2297.103975535168
439,439,439,2017-05-08,,1783.1489971346705,2209.282142857143,2541.7785714285715,2168.1639344262294,1500.258064516129,2374.1666666666665
440,440,440,2017-05-09,,1808.7775229357799,2172.2713178294575,2523.829383886256,2123.856687898089,1554.5591397849462,2245.513833992095
441,441,441,2017-05-10,,1795.3880952380953,2190.015490533563,2472.6879432624114,2151.7437722419927,1661.2727272727273,2376.089795918367
442,442,442,2017-05-11,,1828.9119170984457,2120.8691860465115,2479.2102272727275,2087.6216216216217,1500.4117647058824,2303.1428571428573
443,443,443,2017-05-12,,1784.2601279317698,2191.567335243553,2554.4450867052024,2112.617747440273,1312.841463414634,2365.1535580524346
444,444,444,2017-05-13,,1698.3738656987296,2223.8275229357796,2495.532423208191,2102.2274052478133,1492.896551724138,2420.141129032258
445,445,445,2017-05-14,,1755.852,2183.0060240963853,2528.189189189189,2142.631325301205,1665.2065217391305,2340.0367647058824
446,446,446,2017-05-15,,1719.4895833333333,2167.6070175438595,2475.608108108108,2067.347619047619,1358.695652173913,2278.9890710382515
447,447,447,2017-05-16,,1825.8072289156626,2162.6875891583454,2497.217270194986,2136.7123287671234,1465.245283018868,2234.3978873239435
448,448,448,2017-05-17,,1785.865,2132.9295212765956,2473.229885057471,2067.3727272727274,1364.8369565217392,2324.0545454545454
449,449,449,2017-05-18,,1715.6647398843932,2177.901098901099,2517.089709762533,2123.268292682927,1488.2857142857142,2327.914438502674
450,450,450,2017-05-19,,1779.1795366795366,2166.700934579439,2477.8005952380954,2129.4789156626507,1534.1195652173913,2376.853846153846
451,451,451,2017-05-20,,1815.4788029925187,2191.8075657894738,2394.113793103448,2039.3389830508474,1421.433962264151,2201.925925925926
452,452,452,2017-05-21,,1833.3461538461538,2226.5645472061656,2510.5352112676055,2183.091081593928,1505.25,2340.0469483568077
453,453,453,2017-05-22,,1818.151111111111,2143.8763796909493,2496.9601769911505,2140.582089552239,1359.1836734693877,2344.7421383647797
454,454,454,2017-05-23,,1724.6903553299492,2173.1519886363635,2490.226229508197,2045.0714285714287,1302.0,2354.8
455,455,455,2017-05-24,,1756.4509345794393,2191.414976599064,2527.823529411765,2069.0383631713553,1453.1458333333333,2363.5148514851485
456,456,456,2017-05-25,,1791.9661016949153,2188.255411255411,2524.934497816594,2106.6984126984125,1533.7954545454545,2361.484076433121
457,457,457,2017-05-26,,1693.6568181818182,2096.5209580838323,2482.4784053156145,2113.36,1424.4,2190.608108108108
458,458,458,2017-05-27,,1836.125,2167.152380952381,2476.9977324263036,2033.2479564032697,1486.6041666666667,2305.363970588235
459,459,459,2017-05-28,,1765.5186170212767,2151.6051779935274,2525.740740740741,2095.120987654321,1299.547619047619,2376.393574297189
460,460,460,2017-05-29,,1683.223157894737,2140.9219015280137,2438.0835443037977,2052.0021978021978,1300.2553191489362,2332.135746606335
461,461,461,2017-05-30,,1733.713665943601,2171.0029325513196,2478.3689567430024,2095.8529411764707,1639.0645161290322,2348.3109243697477
462,462,462,2017-05-31,,1690.8781038374718,2145.9874476987447,2466.728222996516,2086.350710900474,1441.4137931034484,2283.346153846154
463,463,463,2017-06-01,,1884.195652173913,2186.2702702702704,2493.3162393162393,2087.416216216216,1340.6666666666667,2378.5898876404494
464,464,464,2017-06-02,,1830.1878172588833,2170.039751552795,2469.063063063063,2130.4139784946237,1390.0980392156862,2386.704347826087
465,465,465,2017-06-03,,1606.8447488584475,2197.460815047022,2478.680616740088,2071.561797752809,1401.9150943396226,2358.3224489795916
466,466,466,2017-06-04,,1757.8004338394794,2148.6418439716313,2454.091690544413,2029.0175953079179,1486.4545454545455,2334.467661691542
467,467,467,2017-06-05,,1653.1625,2176.4202127659573,2485.345070422535,2044.1596638655462,1494.9512195121952,2328.9411764705883
468,468,468,2017-06-06,,1778.832183908046,2184.7036199095023,2474.958217270195,2133.7914438502676,1620.6666666666667,2379.6244725738397
469,469,469,2017-06-07,,1861.6931818181818,2187.1460506706408,2446.709497206704,2078.4159021406726,1322.204081632653,2344.158878504673
470,470,470,2017-06-08,,1753.110701107011,2180.6478873239435,2463.2357723577234,2091.729281767956,1280.4259259259259,2286.659836065574
471,471,471,2017-06-09,,1786.7671641791044,2161.6534788540243,2495.5176470588235,2169.712643678161,1314.375,2352.390476190476
472,472,472,2017-06-10,,1766.7925636007828,2212.802037845706,2550.373297002725,2088.169014084507,1712.0697674418604,2395.8238341968913
473,473,473,2017-06-11,,1719.7407407407406,2200.7893805309736,2522.0793650793653,2145.0674603174602,1408.735294117647,2363.825112107623
474,474,474,2017-06-12,,1750.4439461883408,2172.3628509719224,2484.9575163398695,2073.1111111111113,1444.35,2312.8645833333335
475,475,475,2017-06-13,,1874.322891566265,2183.219251336898,2427.3806451612904,2090.835322195704,1297.7894736842106,2384.681818181818
476,476,476,2017-06-14,,1738.0404624277458,2145.1734006734005,2420.7645569620254,2108.253263707572,1315.1162790697674,2377.8870292887027
477,477,477,2017-06-15,,1809.478417266187,2163.1656626506024,2609.774096385542,2096.0813953488373,1563.150684931507,2409.891304347826
478,478,478,2017-06-16,,1761.9957894736842,2195.3959731543623,2544.532142857143,2046.4281524926687,1420.7424242424242,2423.8934010152284
479,479,479,2017-06-17,,1784.2788844621514,2183.044478527607,2516.5784671532847,2065.3742857142856,1361.982456140351,2299.7441860465115
480,480,480,2017-06-18,,1860.4671916010498,2143.141456582633,2434.548951048951,2097.906005221932,1445.1739130434783,2388.139534883721
481,481,481,2017-06-19,,1807.3791821561338,2155.440771349862,2450.1132075471696,2078.947194719472,1496.4146341463415,2384.544502617801
482,482,482,2017-06-20,,1769.667469879518,2171.0498915401304,2610.2939481268013,2121.6340782122907,1735.7666666666667,2366.5513307984793
483,483,483,2017-06-21,,1675.9733333333334,2219.6506986027944,2573.1077694235587,2062.0530303030305,1561.1195652173913,2395.0158730158732
484,484,484,2017-06-22,,1778.964953271028,2124.811133200795,2454.67816091954,2075.934210526316,1441.0,2314.4484304932735
485,485,485,2017-06-23,,1740.4492753623188,2171.917573872473,2512.3421828908554,2099.8917748917747,1389.8125,2357.806818181818
486,486,486,2017-06-24,,1803.4495412844037,2157.6360544217687,2463.558904109589,2102.9169435215945,1295.5131578947369,2393.10243902439
487,487,487,2017-06-25,,1777.8506024096384,2170.834394904459,2517.690058479532,2133.9175946547884,1495.1304347826087,2339.3980891719743
488,488,488,2017-06-26,,1759.0402930402931,2211.385542168675,2539.18345323741,2045.148148148148,1346.0,2319.3225806451615
489,489,489,2017-06-27,,1702.2134831460673,2133.8963585434176,2524.0927536231884,2129.798206278027,1457.3037974683543,2364.3139013452915
490,490,490,2017-06-28,,1728.4639175257732,2175.6531881804044,2530.2190721649486,2131.43567251462,1427.0,2370.905027932961
491,491,491,2017-06-29,,1750.3342175066314,2172.027149321267,2536.3720930232557,2105.9733333333334,1332.212765957447,2382.4979079497907
492,492,492,2017-06-30,,1796.535046728972,2144.7495934959347,2382.220238095238,2062.7109004739336,1535.4528301886792,2250.587912087912
493,493,493,2017-07-01,,1765.7880658436213,2190.742074927954,2532.978640776699,2141.9032258064517,1417.5064935064936,2333.1176470588234
494,494,494,2017-07-02,,1701.0380761523047,2208.5,2466.3836858006043,2082.7962529274005,1574.2935779816514,2345.6018957345973
495,495,495,2017-07-03,,1810.4741641337387,2148.4189944134077,2479.469178082192,2122.095744680851,1447.448275862069,2362.376146788991
496,496,496,2017-07-04,,1733.298076923077,2174.940111420613,2534.5075528700904,2119.1218637992833,1268.5833333333333,2351.5113636363635
497,497,497,2017-07-05,,1774.8042328042327,2133.014989293362,2415.8872180451126,2101.1546391752577,1558.9642857142858,2336.533864541833
498,498,498,2017-07-06,,1760.3241379310346,2170.4207792207794,2549.184135977337,2130.02752293578,1411.2340425531916,2357.472222222222
499,499,499,2017-07-07,,1686.1043689320388,2137.550755939525,2457.003367003367,2080.7909836065573,1520.5344827586207,2247.0555555555557
500,500,500,2017-07-08,,1742.807606263982,2191.2797494780793,2544.039039039039,2156.1298245614034,1433.6753246753246,2375.384236453202
501,501,501,2017-07-09,,1739.598901098901,2168.450784593438,2530.1414790996782,2089.130977130977,1260.144927536232,2336.912844036697
502,502,502,2017-07-14,,1752.2374301675977,2148.753561253561,2510.3290155440413,2117.8733333333334,1436.432098765432,2302.019230769231
503,503,503,2017-07-15,,1804.155818540434,2139.562592047128,2512.2866242038217,2116.542517006803,1419.225806451613,2277.221198156682
504,504,504,2017-07-16,,1746.7428571428572,2203.44233807267,2571.1103896103896,2083.508583690987,1563.25,2372.914089347079
505,505,505,2017-07-17,,1787.2012779552715,2186.045360824742,2542.193661971831,2146.533834586466,1670.3333333333333,2367.3486590038315
506,506,506,2017-07-18,,1757.771349862259,2193.003968253968,2418.547120418848,2115.724358974359,1346.953125,2316.55737704918
507,507,507,2017-07-19,,1758.3704735376045,2159.692844677138,2512.18,2094.0779220779223,1548.344827586207,2313.612565445026
508,508,508,2017-07-20,,1825.450980392157,2155.77304964539,2478.5435897435896,2120.7719298245615,1118.875,2222.5548387096774
509,509,509,2017-07-21,,1784.3550420168067,2197.138240574506,2458.323886639676,2111.1973684210525,1509.320610687023,2293.4758064516127
510,510,510,2017-07-22,,1756.5833333333333,2145.7206703910615,2542.5561643835617,2031.112582781457,1437.2604166666667,2354.132701421801
511,511,511,2017-07-23,,1752.710875331565,2244.80378250591,2449.801749271137,2074.647921760391,1495.8923076923077,2392.8333333333335
512,512,512,2017-07-24,,1754.7396907216496,2149.5151515151515,2513.49765258216,2072.8488372093025,1519.68,2403.7134146341464
513,513,513,2017-07-25,,1810.0652173913043,2132.0775862068967,2542.035,2066.3702127659576,1387.0520833333333,2270.4645390070923
514,514,514,2017-07-26,,1756.8131868131868,2159.9612141652615,2502.169724770642,2152.638655462185,1431.251700680272,2450.709497206704
515,515,515,2017-07-27,1655.0,1612.732456140351,2071.5947136563877,2431.8347826086956,2053.268292682927,1344.701754385965,2289.8133333333335
516,516,516,2017-07-28,,1795.1548556430446,2206.76660341556,2408.1187214611873,2058.3723958333335,1666.0,2324.3389830508477
517,517,517,2017-07-29,,1805.3562992125985,2211.461197339246,2519.2075,2120.829268292683,1583.8863636363637,2435.6770186335402
518,518,518,2017-07-30,,1796.0508849557523,2147.789649415693,2502.7641196013287,2054.79197080292,1303.9054054054054,2310.6206896551726
519,519,519,2017-07-31,,1854.76,2127.595238095238,2458.2995951417006,2086.802395209581,1449.25,2328.3606557377047
520,520,520,2017-08-01,,1725.7139175257732,2179.517037037037,2448.3918495297808,2055.856310679612,1439.6203703703704,2343.9806201550387
521,521,521,2017-08-02,,1802.531969309463,2142.9550224887557,2481.0,2124.3819444444443,1751.281690140845,2380.940476190476
522,522,522,2017-08-03,,1732.4450127877237,2153.050561797753,2493.7129032258063,2144.0168776371306,1572.3617021276596,2346.3823529411766
523,523,523,2017-08-04,,1849.7268817204301,2141.3922018348626,2385.929515418502,2078.652719665272,1406.0338983050847,2284.151785714286
524,524,524,2017-08-05,,1740.764534883721,2169.1723122238586,2600.4028776978416,2138.828193832599,1908.9782608695652,2347.14859437751
525,525,525,2017-08-06,,1736.561555075594,2197.5261121856865,2469.4519015659957,2029.294670846395,1351.6326530612246,2278.438661710037
526,526,526,2017-08-07,,1807.8439306358382,2109.2027649769584,2403.7391304347825,2048.1769230769232,1339.16,2357.957746478873
527,527,527,2017-08-08,,1786.5747126436781,2136.5454545454545,2468.5215946843855,2140.3595113438046,1643.0714285714287,2364.126279863481
528,528,528,2017-08-09,,1853.8275862068965,2187.6975717439295,2518.8084507042254,2105.3986710963454,1475.5816326530612,2310.328828828829
529,529,529,2017-08-10,,1716.835135135135,2149.9740566037735,2534.762962962963,2046.9363636363637,1364.1296296296296,2331.3098591549297
530,530,530,2017-08-11,,1826.7683923705722,2149.765372168285,2567.7219251336896,2082.7166666666667,1476.5202702702702,2226.030303030303
531,531,531,2017-08-12,,1742.0095693779904,2182.064777327935,2487.497005988024,2131.0530120481926,1474.7894736842106,2339.1783216783215
532,532,532,2017-08-13,,1759.0941704035874,2150.324324324324,2481.7522123893805,2149.90796460177,1846.3,2362.074074074074
533,533,533,2017-08-14,,1846.8083832335328,2124.4810996563574,2356.461773700306,2073.943894389439,1399.4594594594594,2352.714285714286
534,534,534,2017-08-15,,1731.8982035928143,2184.393841166937,2560.884705882353,2082.6029411764707,1715.6923076923076,2364.9239766081873
535,535,535,2017-08-16,,1853.6477987421383,2166.108527131783,2508.8745387453873,2097.282958199357,1373.6535433070867,2302.125
536,536,536,2017-08-17,,1660.3918575063612,2213.2773333333334,2442.4876543209875,2090.4080996884736,1522.55,2263.9883040935674
537,537,537,2017-08-18,,1706.3103448275863,2122.6260162601625,2496.173387096774,2120.874113475177,1547.923076923077,2320.3346153846155
538,538,538,2017-08-19,,1857.5114942528735,2152.8376623376626,2414.5239520958085,2149.7006960556846,1550.3214285714287,2274.675675675676
539,539,539,2017-08-20,,1891.7536231884058,2211.0516962843294,2554.7902097902097,2065.8743455497383,1686.4,2389.273127753304
540,540,540,2017-08-21,,1703.996644295302,2162.9081967213115,2568.584745762712,2059.5176991150443,1361.0666666666666,2382.6216216216217
541,541,541,2017-08-22,,1774.375,2199.450068399453,2575.5274390243903,2114.45,1430.7474747474748,2292.184713375796
542,542,542,2017-08-23,,1671.0725995316159,2197.268558951965,2483.9609120521172,2133.3719676549867,1380.3333333333333,2374.9266666666667
543,543,543,2017-08-24,,1739.4075,2115.2083981337482,2535.4233128834358,2131.5991189427314,1921.764705882353,2289.6823529411763
544,544,544,2017-08-25,,1819.2918660287082,2178.2597137014313,2502.4463414634147,2095.0854271356784,1579.3882352941177,2276.8709677419356
545,545,545,2017-08-26,,1806.2865612648222,2184.2097759674134,2508.496894409938,2056.484320557491,1452.2068965517242,2331.288888888889
546,546,546,2017-08-27,,1749.767088607595,2195.8995057660627,2571.193763919822,2071.820895522388,1427.3692307692309,2315.0
547,547,547,2017-08-28,,1772.069597069597,2226.1236363636363,2455.7580645161293,2190.7953667953666,1622.638888888889,2394.4949494949497
548,548,548,2017-08-29,1863.9166666666667,1742.5090361445782,2129.675949367089,2521.3625730994154,2116.609756097561,1548.6896551724137,2339.8391959798996
549,549,549,2017-08-30,,1803.2077464788733,2150.5147540983608,2437.295731707317,2135.904255319149,1421.049504950495,2188.325732899023
550,550,550,2017-08-31,,1834.0111420612814,2131.051369863014,2603.435606060606,1998.5870967741935,1438.7659574468084,2368.7004048582994
551,551,551,2017-09-01,,1707.5375854214124,2177.3632183908044,2504.581560283688,2081.815,1433.98,2310.317073170732
552,552,552,2017-09-02,,1812.1238273921201,2198.0679611650485,2543.91533180778,2158.6778523489934,1493.637254901961,2419.135135135135
553,553,553,2017-09-03,,1734.5057208237986,2133.7851002865327,2489.3088803088804,2077.15,1497.0,2313.341836734694
554,554,554,2017-09-04,,1806.8622327790974,2144.035714285714,2380.7042606516293,2180.7744107744106,1258.2888888888888,2429.9715639810424
555,555,555,2017-09-05,,1810.945419103314,2171.187866927593,2472.3139931740616,2116.4530120481927,1692.9673913043478,2338.0333333333333
556,556,556,2017-09-06,,1669.9454148471616,2203.735465116279,2509.5700712589073,2020.3076923076924,1402.0384615384614,2286.4594594594596
557,557,557,2017-09-07,,1707.5390946502057,2158.614800759013,2426.3584905660377,2038.236607142857,1336.0851063829787,2415.446808510638
558,558,558,2017-09-08,,1781.932059447983,2165.0425531914893,2463.2,2098.4294294294295,1357.392857142857,2358.530172413793
559,559,559,2017-09-09,,1744.1342155009452,2171.5446153846156,2528.0726072607263,2099.3486590038315,1500.7534246575342,2359.1658536585364
560,560,560,2017-09-10,,1812.7921760391198,2193.439344262295,2536.0888324873094,2163.4376657824932,1615.3333333333333,2378.326470588235
561,561,561,2017-09-11,,1787.6291390728477,2175.311203319502,2414.1552795031057,2187.775757575758,1399.593220338983,2284.5289855072465
562,562,562,2017-09-12,,1678.0351288056206,2162.660606060606,2485.3444444444444,2117.7151162790697,1434.7058823529412,2430.434210526316
563,563,563,2017-09-13,,1726.5411471321695,2177.748201438849,2518.7539936102235,2064.7877813504824,1469.2820512820513,2374.584210526316
564,564,564,2017-09-14,,1631.2959501557632,2141.599173553719,2457.5940594059407,2047.4363636363637,1475.0,2333.5813953488373
565,565,565,2017-09-15,,1788.0488997555012,2187.3264,2556.648979591837,2078.9861111111113,1426.563829787234,2397.748987854251
566,566,566,2017-09-16,,1746.867803837953,2155.9266666666667,2520.1290322580644,2084.6978417266187,1432.2181818181818,2262.8548387096776
567,567,567,2017-09-17,,1701.1908045977011,2167.3858695652175,2520.1061320754716,2073.4166666666665,1553.7738095238096,2380.7114427860697
568,568,568,2017-09-18,,1808.4444444444443,2144.244827586207,2522.0,2092.22602739726,1437.888888888889,2259.712121212121
569,569,569,2017-09-19,,1687.903743315508,2184.1666666666665,2571.3208722741433,2117.6610169491523,1659.3333333333333,2371.0548780487807
570,570,570,2017-09-20,,1783.510022271715,2196.7953321364453,2477.36917562724,2078.984,1288.1477272727273,2366.1021276595743
571,571,571,2017-09-21,,1814.6763005780347,2123.845652173913,2506.7024793388427,2153.73488372093,1425.40625,2263.773195876289
572,572,572,2017-09-22,,1763.6580459770114,2177.2349137931033,2514.358839050132,2149.036111111111,1325.375,2350.742424242424
573,573,573,2017-09-23,,1788.8122171945702,2117.2624839948785,2532.237623762376,2105.5134099616857,1613.1916666666666,2322.527027027027
574,574,574,2017-09-24,,1780.8590909090908,2177.3804511278195,2517.4719101123596,2082.81843575419,1507.0,2394.228426395939
575,575,575,2017-09-25,,1631.2383720930231,2177.5913705583757,2528.923076923077,2080.085164835165,1536.9333333333334,2458.67094017094
576,576,576,2017-09-26,,1822.2638036809815,2139.7277486910994,2544.4591194968552,2101.205521472393,1499.551724137931,2339.9770642201834
577,577,577,2017-09-27,,1773.7875,2230.8278008298757,2551.0994152046783,2186.5274151436033,1373.701754385965,2326.069306930693
578,578,578,2017-09-28,,1832.3870967741937,2185.9494252873565,2590.7859778597785,2047.560975609756,1434.576923076923,2474.396226415094
579,579,579,2017-09-29,,1727.0678336980307,2147.1870503597124,2460.0,2082.824817518248,1411.3619047619047,2327.577319587629
580,580,580,2017-09-30,,1714.1352112676057,2198.5176211453745,2502.8284671532847,2091.7365853658534,1477.4642857142858,2396.045296167247
581,581,581,2017-10-01,,1765.843298969072,2152.522678185745,2464.733830845771,2114.828671328671,1616.5531914893618,2345.1190476190477
582,582,582,2017-10-03,,1500.909090909091,2168.0,2483.655172413793,1982.2727272727273,,2610.6666666666665
583,583,583,2017-10-04,,1793.103448275862,2213.5238095238096,2595.2631578947367,2230.913043478261,,2464.3636363636365
584,584,584,2017-10-05,,1935.6486486486488,2170.935483870968,2817.4210526315787,2250.5,,2520.185185185185
585,585,585,2017-10-06,,1844.3203883495146,2180.3469387755104,2562.1125,2042.8095238095239,1367.3333333333333,2349.9945355191257
586,586,586,2017-10-07,,1775.6756756756756,2167.0476190476193,2683.6455696202534,2116.404761904762,1642.0,2449.8846153846152
587,587,587,2017-10-08,,1559.2391304347825,2197.183673469388,2444.725,1959.861111111111,1478.7931034482758,2188.1785714285716
588,588,588,2017-10-09,,1545.8803418803418,2279.227722772277,2613.675,2028.1132075471698,1991.0,2570.263736263736
589,589,589,2017-10-11,,1712.2456140350878,2001.4705882352941,2564.6052631578946,2096.5445544554455,2138.0,2464.5
590,590,590,2017-10-12,,1889.326923076923,2183.1739130434785,2612.2285714285713,1986.8488372093022,2299.8333333333335,2591.6875
591,591,591,2017-10-13,,1475.0,2133.0,2571.0,2090.5555555555557,1494.1,2201.217391304348
592,592,592,2017-10-14,,1539.5,2282.777777777778,2462.8958333333335,2015.983606557377,,2485.391304347826
593,593,593,2017-10-15,,1852.0666666666666,2077.5,2681.5454545454545,2038.08,2276.6,2536.8571428571427
594,594,594,2017-10-16,,1886.6153846153845,2243.9,2751.4210526315787,2030.1666666666667,2175.0,2339.5641025641025
595,595,595,2017-10-17,,1982.075,2248.340425531915,2533.086956521739,2011.936170212766,1839.5,2558.603773584906
596,596,596,2017-10-18,,1658.7058823529412,2114.009900990099,2714.676470588235,2220.3815789473683,1427.84,2445.3333333333335
597,597,597,2017-10-19,,1801.4736842105262,2260.1666666666665,2367.8,1963.2592592592594,,2311.4444444444443
598,598,598,2017-10-20,,1704.0555555555557,2315.8888888888887,2894.2,,,2613.1428571428573
599,599,599,2017-10-21,,1634.7241379310344,2180.074074074074,2916.9166666666665,2066.6666666666665,2081.5,2408.3023255813955
600,600,600,2017-10-24,,1764.0,2151.8536585365855,2492.5833333333335,,,2338.0555555555557
601,601,601,2017-10-25,,1672.1875,2375.0,2857.162162162162,2144.3333333333335,,2576.1136363636365
602,602,602,2017-10-27,,2338.0,2249.188888888889,2513.8,2354.6923076923076,,2664.1111111111113
603,603,603,2017-10-28,,1593.2222222222222,2060.0731707317073,2865.88,2194.1428571428573,2110.5,2494.913043478261
604,604,604,2017-10-29,,1795.4545454545455,2165.6486486486488,2577.037037037037,2239.5,,2443.0344827586205
605,605,605,2017-10-31,,2040.3333333333333,2269.7272727272725,2879.086956521739,2326.4444444444443,,2569.074074074074
606,606,606,2017-11-01,,1701.2857142857142,2137.75,2688.6315789473683,2323.0,2047.0,2559.6666666666665
607,607,607,2018-03-29,,1876.0487804878048,2166.5452586206898,2416.6493055555557,2180.0922330097087,1511.7222222222222,2338.168367346939
608,608,608,2018-03-30,,1783.0716417910448,2157.152224824356,2407.872549019608,2023.718023255814,1269.8602150537633,2319.5167464114834
609,609,609,2018-03-31,,1784.972602739726,2128.867924528302,2460.8918032786887,2097.528455284553,1293.58,2331.142180094787
610,610,610,2018-04-01,,1739.5131195335277,2165.0460526315787,2573.1632653061224,2041.6117021276596,1368.7972972972973,2346.2596153846152
611,611,611,2018-04-02,,1738.8694444444445,2177.59927140255,2552.0826873385013,2131.283185840708,1629.3392857142858,2366.5627705627708
612,612,612,2018-04-03,,1831.67335243553,2134.7952941176472,2470.0805970149254,2127.2884615384614,1294.3529411764705,2406.5412844036696
613,613,613,2018-04-04,,1726.1575178997614,2148.3228511530397,2471.689361702128,2060.6365914786966,1399.75,2365.4083769633507
614,614,614,2018-04-05,1836.0,1829.090909090909,2127.7549295774647,2521.78231292517,2150.97131147541,1384.1797752808989,2316.6989795918366
615,615,615,2018-04-06,,1870.7630662020906,2143.125,2532.3307692307694,2038.967971530249,1373.2027027027027,2232.6111111111113
616,616,616,2018-04-07,1714.3529411764705,1756.2174887892377,2241.9631782945735,2601.157248157248,2091.8423772609817,1330.392857142857,2383.3475177304963
617,617,617,2018-04-08,,1813.014344262295,2153.5122615803816,2481.7799442896935,2141.519362186788,1401.0,2333.643216080402
618,618,618,2018-04-09,,1763.0376569037658,2163.4464285714284,2376.301324503311,2095.119205298013,1327.5217391304348,2401.4244604316546
619,619,619,2018-04-10,,1709.158695652174,2152.620071684588,2461.7655172413793,2090.252941176471,1306.5125,2408.2411067193675
620,620,620,2018-04-11,,1875.485436893204,2147.4879120879123,2517.815181518152,2110.1008645533143,1373.4656488549617,2324.336448598131
621,621,621,2018-04-12,,1746.5529010238909,2227.3596491228072,2549.097165991903,1997.4857142857143,1109.8181818181818,2345.1923076923076
622,622,622,2018-04-13,,1721.5260663507108,2203.942786069652,2485.0207715133533,2104.682808716707,1421.027027027027,2357.5625
623,623,623,2018-04-14,,1816.0166666666667,2116.8217391304347,2584.3693693693695,2165.1881533101046,1769.5833333333333,2362.2322274881517
624,624,624,2018-04-15,,1749.3168604651162,2124.335195530726,2324.451327433628,2111.96408839779,1294.76,2310.0066666666667
625,625,625,2018-04-16,,1757.605421686747,2114.206686930091,2487.458598726115,2040.6439393939395,1150.125,2266.5923076923077
626,626,626,2018-04-17,,1760.8986083499005,2160.8379888268155,2491.4451219512193,2131.305361305361,1482.612676056338,2313.7670682730923
627,627,627,2018-04-18,,1782.1843003412969,2191.3492462311556,2534.3622754491016,2123.2830687830688,1352.8846153846155,2295.387387387387
628,628,628,2018-04-19,,1839.375,2131.8426573426573,2583.6350364963505,2151.452205882353,1420.5084745762713,2316.397435897436
629,629,629,2018-04-20,,1833.4072657743786,2213.7875288683604,2479.80585106383,2150.390829694323,1219.3793103448277,2366.8804780876494
630,630,630,2018-04-21,,1771.9921875,2177.153078202995,2471.813953488372,2148.6504559270516,1402.3684210526317,2336.7912621359224
631,631,631,2018-04-22,,1740.2079439252336,2143.6735751295337,2402.638795986622,2148.5363636363636,1273.0,2378.507462686567
632,632,632,2018-04-23,,1682.1440677966102,2207.0947368421052,2570.2763819095476,2079.8643216080404,1494.79012345679,2244.1788617886177
633,633,633,2018-04-24,,1811.5783475783476,2213.6827586206896,2597.912568306011,2117.4228723404253,1399.6144578313254,2360.4354066985647
634,634,634,2018-04-25,,1836.4858870967741,2217.263473053892,2481.027918781726,2131.048865619546,1277.3870967741937,2410.1418439716313
635,635,635,2018-04-26,,1839.4435695538057,2218.5479797979797,2413.593639575972,2076.5176991150443,1215.6470588235295,2308.4770642201834
636,636,636,2018-04-27,,1762.6830122591944,2169.9913194444443,2502.8697183098593,2163.734607218684,1314.1379310344828,2397.9058823529413
637,637,637,2018-04-28,,1747.4416666666666,2165.9212376933897,2443.769452449568,2081.9794520547944,1307.2926829268292,2353.0641711229946
638,638,638,2018-04-29,,1787.7460317460318,2212.4757505773673,2517.2039660056657,2150.9583333333335,1489.047619047619,2357.7091633466134
639,639,639,2018-04-30,,1759.3233333333333,2189.5108958837773,2602.0960698689955,2129.103139013453,1346.204081632653,2373.7818181818184
640,640,640,2018-05-01,,1872.362683438155,2234.3093922651933,2483.0608465608466,2083.4124423963135,1426.3050847457628,2411.344398340249
641,641,641,2018-05-02,,1792.291089108911,2169.6751269035535,2539.1046511627906,2190.740947075209,1471.4166666666667,2397.105740181269
642,642,642,2018-05-03,,1729.70207852194,2170.781491002571,2536.6494252873563,2080.4156626506024,1491.6842105263158,2274.711409395973
643,643,643,2018-05-04,,1725.0467532467533,2182.64693877551,2604.7574750830563,2058.5935828877004,1638.0408163265306,2370.089430894309
644,644,644,2018-05-05,,1798.866,2206.30900243309,2532.3137254901962,2122.3130193905818,1460.3493975903614,2371.5512465373963
645,645,645,2018-05-06,,1818.16452991453,2236.0241935483873,2413.4914772727275,2098.6153846153848,1453.5205479452054,2307.712195121951
646,646,646,2018-05-07,,1840.2543859649122,2208.9933554817276,2570.121951219512,2000.6649214659685,1443.96875,2337.495327102804
647,647,647,2018-05-08,,1829.9489291598022,2185.668934240363,2591.25,2219.8690476190477,1344.962962962963,2440.919540229885
648,648,648,2018-05-09,,1681.6556962025315,2132.403041825095,2508.136212624585,2081.2877697841727,1403.9777777777779,2359.2912087912086
649,649,649,2018-05-10,,1795.6442307692307,2202.706896551724,2543.9548387096775,2118.337164750958,1244.2727272727273,2284.9478260869564
