,level_0,index,game_date,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate
,,,,FA,CH,FT,CU,SI,FS,FC
214,214,214,2016-04-17,,1723.275766016713,2194.6512605042017,2466.324712643678,2154.1690476190474,1380.2121212121212,2360.0696517412935
215,215,215,2016-04-18,,1838.9076923076923,2217.839805825243,2407.2542372881358,2122.5896656534956,1695.53125,2326.1801801801803
216,216,216,2016-04-19,,1765.0295652173913,2122.1954459203034,2419.083769633508,2160.6338983050846,1409.5238095238096,2240.5934065934066
217,217,217,2016-04-20,,1743.394366197183,2207.137614678899,2438.5540983606556,2103.9887640449438,1505.7672413793102,2295.63309352518
218,218,218,2016-04-21,,1727.8084577114428,2203.9912280701756,2585.353146853147,2176.5475409836067,1283.3898305084747,2379.5373134328356
219,219,219,2016-04-22,,1754.8708920187794,2187.0762527233114,2532.4262295081967,2175.288095238095,1596.754716981132,2433.0489795918365
220,220,220,2016-04-23,,1786.1352549889136,2188.093023255814,2424.9731707317073,2114.1535580524346,1670.7619047619048,2313.437037037037
221,221,221,2016-04-24,,1777.39736346516,2126.637083993661,2411.8842729970324,2171.076124567474,1681.6190476190477,2288.2118959107806
222,222,222,2016-04-25,,1717.768149882904,2245.273015873016,2390.0323886639676,2114.266169154229,1592.3703703703704,2321.383333333333
223,223,223,2016-04-26,,1820.0022831050228,2141.8465346534654,2503.9518072289156,2070.245382585752,1425.532258064516,2171.9615384615386
224,224,224,2016-04-27,,1723.037527593819,2160.4245076586435,2517.5915492957747,2171.0911528150136,1596.825,2380.767790262172
225,225,225,2016-04-28,,1716.6348547717841,2156.5943396226417,2473.0048543689322,2152.8896103896104,1476.0833333333333,2284.3454545454547
226,226,226,2016-04-29,,1780.6930022573363,2152.711627906977,2473.52397260274,2126.2973568281936,1595.2388059701493,2354.1701030927834
227,227,227,2016-04-30,,1796.200488997555,2163.2059336823736,2540.425087108014,2146.3267045454545,1675.7375,2280.904761904762
228,228,228,2016-05-01,,1767.6053921568628,2151.090579710145,2442.8848314606744,2067.8608695652174,1483.8135593220338,2227.377358490566
229,229,229,2016-05-02,,1668.742372881356,2149.6039886039885,2639.927374301676,2170.877245508982,1367.6470588235295,2350.678082191781
230,230,230,2016-05-03,,1700.0492957746478,2169.254794520548,2490.5530085959886,2117.678486997636,1537.3538461538462,2404.154716981132
231,231,231,2016-05-04,,1727.6911447084233,2156.61214953271,2462.3502994011974,2115.00622406639,1688.9375,2362.685185185185
232,232,232,2016-05-05,,1830.1437125748503,2159.805389221557,2446.1784037558687,2134.669811320755,1628.8942307692307,2265.5789473684213
233,233,233,2016-05-06,,1737.5259433962265,2165.071111111111,2358.3378839590446,2152.6019900497513,1562.2558139534883,2233.3290322580647
234,234,234,2016-05-07,,1800.4104308390022,2142.4579759862777,2557.933673469388,2115.315789473684,1313.6333333333334,2287.631868131868
235,235,235,2016-05-08,,1671.6100217864923,2130.00625,2459.3567251461986,2146.595289079229,1331.9857142857143,2414.1729323308273
236,236,236,2016-05-09,,1667.275974025974,2173.153846153846,2480.4082397003745,2117.6708463949844,1569.6785714285713,2430.5582524271845
237,237,237,2016-05-10,,1735.4383259911895,2129.8985507246375,2428.401360544218,2099.561728395062,1538.2830188679245,2336.753164556962
238,238,238,2016-05-11,,1715.8295218295218,2220.577358490566,2402.1628498727737,2106.015544041451,1687.125,2191.2806451612905
239,239,239,2016-05-12,,1707.945205479452,2138.4182389937105,2409.71875,2068.054794520548,1324.3506493506493,2248.6916666666666
240,240,240,2016-05-13,,1727.6558265582655,2171.090293453725,2547.486404833837,2176.2243346007604,1458.6707317073171,2405.3426573426573
241,241,241,2016-05-14,,1756.0693779904307,2155.5163147792705,2442.522026431718,2154.9173553719006,1660.483870967742,2349.081896551724
242,242,242,2016-05-15,,1743.9012605042017,2158.051912568306,2494.287009063444,2111.863436123348,1634.090909090909,2348.7763157894738
243,243,243,2016-05-16,,1644.976653696498,2191.9915966386557,2351.0384615384614,2066.1237113402062,1473.8,2236.21359223301
244,244,244,2016-05-17,,1711.3716381418094,2160.339892665474,2454.7664233576643,2118.1695906432747,1454.5106382978724,2210.8333333333335
245,245,245,2016-05-18,,1727.2671568627452,2138.3094777562865,2535.838805970149,2138.22602739726,1671.6470588235295,2254.0038910505837
246,246,246,2016-05-19,,1768.0380952380951,2191.0823970037454,2483.668085106383,2114.425101214575,1356.2926829268292,2456.7156398104266
247,247,247,2016-05-20,,1764.4382284382284,2128.9133709981165,2458.064220183486,2143.166371681416,1527.7878787878788,2358.289156626506
248,248,248,2016-05-21,,1686.005,2179.536912751678,2429.004048582996,2068.1514360313317,1745.0833333333333,2355.6511627906975
249,249,249,2016-05-22,,1753.9974093264248,2129.0295489891137,2438.323262839879,2089.131914893617,1563.5333333333333,2226.490909090909
250,250,250,2016-05-23,,1780.046875,2121.085399449036,2558.357400722022,2132.937823834197,1430.162162162162,2389.752
251,251,251,2016-05-24,,1726.642857142857,2164.474383301708,2511.901459854015,2160.183673469388,1650.8796296296296,2316.2471042471043
252,252,252,2016-05-25,,1751.314578005115,2167.948228882834,2427.327759197324,2145.9805970149255,1420.4561403508771,2383.94708994709
253,253,253,2016-05-26,,1704.68345323741,2130.8524590163934,2331.862385321101,2034.822966507177,1585.3181818181818,2291.390243902439
254,254,254,2016-05-27,,1686.064182194617,2181.799511002445,2547.5574912891984,2131.125581395349,1642.5853658536585,2330.3374233128834
255,255,255,2016-05-28,,1798.626984126984,2179.665211062591,2578.429305912596,2084.3615384615387,1703.8163265306123,2307.4416243654823
256,256,256,2016-05-29,,1688.0964467005076,2153.3391136801542,2458.90977443609,2120.1744966442952,1466.0092592592594,2305.35
257,257,257,2016-05-30,,1760.8731707317072,2134.720744680851,2380.950191570881,2140.089430894309,1404.5384615384614,2344.6911764705883
258,258,258,2016-05-31,,1764.4145728643216,2153.7783783783784,2407.062271062271,2148.6717948717946,1621.5949367088608,2320.4216027874563
259,259,259,2016-06-01,,1732.5962521294718,2178.291044776119,2473.970501474926,2157.8212669683257,1597.7534246575342,2328.8389261744965
260,260,260,2016-06-02,,1853.4622356495468,2157.1211340206187,2471.1052631578946,2033.8196721311476,1600.6923076923076,2129.821917808219
261,261,261,2016-06-03,,1639.0625,2175.6882494004794,2501.5354838709677,2141.8151658767774,1594.36,2314.150234741784
262,262,262,2016-06-04,,1685.0143266475645,2107.9239631336404,2445.2694610778444,2123.5533333333333,1154.4827586206898,2383.6484375
263,263,263,2016-06-05,,1773.0464480874316,2122.5697115384614,2457.8598130841124,2185.259067357513,1489.111111111111,2370.268656716418
264,264,264,2016-06-06,,1752.4236641221373,2168.9931740614334,2459.7722222222224,2018.088888888889,1609.5135135135135,2275.5548780487807
265,265,265,2016-06-07,,1757.591928251121,2161.3005366726297,2457.8217821782177,2106.2865168539324,1593.25,2234.7403846153848
266,266,266,2016-06-08,,1746.6376146788991,2181.915966386555,2427.574712643678,2166.6311787072245,1647.5714285714287,2325.722222222222
267,267,267,2016-06-09,,1641.8708133971293,2142.2153846153847,2574.3681818181817,2183.2571428571428,1333.7777777777778,2448.279220779221
268,268,268,2016-06-10,,1813.1253196930945,2191.451030927835,2444.1370967741937,2175.473441108545,1414.2622950819673,2246.8534031413615
269,269,269,2016-06-11,,1715.2959427207638,2138.296222664016,2456.739263803681,2170.492424242424,1648.8775510204082,2372.6
270,270,270,2016-06-12,,1698.275167785235,2194.9058116232463,2497.187898089172,2073.8,1730.5238095238096,2304.7093425605535
271,271,271,2016-06-13,,1816.96,2129.061971830986,2424.725752508361,2157.7782258064517,1576.7333333333333,2272.6435643564355
272,272,272,2016-06-14,,1728.3411458333333,2184.5809935205184,2503.3169934640523,2137.703296703297,1492.873417721519,2299.3863636363635
273,273,273,2016-06-15,,1831.3208020050126,2195.7710371819962,2438.5324324324324,2159.85086042065,1488.090909090909,2347.096256684492
274,274,274,2016-06-16,,1758.3715415019763,2149.1260162601625,2451.7297297297296,2105.7638888888887,1234.7222222222222,2222.3058823529414
275,275,275,2016-06-17,,1681.0536912751677,2162.883495145631,2503.8463768115944,2161.4343675417663,1538.0461538461539,2288.139534883721
276,276,276,2016-06-18,,1750.6931818181818,2122.7837259100643,2460.026627218935,2146.8548895899053,1498.906976744186,2258.3920454545455
277,277,277,2016-06-19,,1746.8874680306906,2164.4003868471955,2547.484949832776,2073.5104166666665,1539.3066666666666,2372.2597402597403
278,278,278,2016-06-20,,1688.2707581227437,2242.616033755274,2370.012244897959,2117.1620553359685,1350.0777777777778,2351.502923976608
279,279,279,2016-06-21,,1770.3820224719102,2193.099557522124,2506.344578313253,2185.19222462203,983.625,2412.065934065934
280,280,280,2016-06-22,,1765.5670588235294,2144.1741293532336,2446.769014084507,2107.757281553398,1440.392405063291,2230.201612903226
281,281,281,2016-06-23,,1657.3432343234324,2131.9093264248704,2517.4702702702702,2189.612,1426.4583333333333,2318.5833333333335
282,282,282,2016-06-24,,1738.851203501094,2168.5384615384614,2401.5730994152045,2082.2719298245615,1495.6533333333334,2294.550185873606
283,283,283,2016-06-25,,1711.7012987012988,2213.588089330025,2501.0058139534885,2099.0641711229946,1489.121212121212,2100.2430555555557
284,284,284,2016-06-26,,1737.4513513513514,2169.366726296959,2406.7920489296635,2109.9795918367345,1613.4761904761904,2401.9451219512193
285,285,285,2016-06-27,,1706.0514905149053,2160.9215189873416,2507.940425531915,2131.9834710743803,1807.6,2365.811059907834
286,286,286,2016-06-28,,1743.6510204081633,2105.164904862579,2387.7157894736843,2123.080985915493,1374.258064516129,2223.7821782178216
287,287,287,2016-06-29,,1693.15065913371,2158.03690685413,2481.289562289562,2114.437689969605,1476.2222222222222,2342.922680412371
288,288,288,2016-06-30,,1750.6708463949844,2196.912133891213,2452.2518248175184,2161.727027027027,1523.1914893617022,2323.731034482759
289,289,289,2016-07-01,,1686.433734939759,2155.5169867060563,2521.917491749175,2128.6561679790025,1556.015625,2251.6824034334763
290,290,290,2016-07-02,,1823.2526315789473,2185.3863636363635,2406.560706401766,2153.1205007824724,1350.8636363636363,2311.5739644970413
291,291,291,2016-07-03,,1698.981182795699,2115.481561822126,2317.1296296296296,2086.46682464455,1505.7954545454545,2352.9665071770337
292,292,292,2016-07-04,,1709.3822784810127,2139.9863713798977,2524.5806451612902,2147.667525773196,1170.857142857143,2387.7555555555555
293,293,293,2016-07-05,,1708.0774647887324,2166.32,2453.805031446541,2117.93991416309,1565.5384615384614,2275.269565217391
294,294,294,2016-07-06,,1707.5184381778743,2166.379157427938,2439.2124542124543,2104.8260869565215,1534.6923076923076,2287.918215613383
295,295,295,2016-07-07,,1807.5938566552902,2192.144486692015,2410.809659090909,2165.255192878338,1752.0,2290.62874251497
296,296,296,2016-07-08,,1634.6165413533834,2148.758029978587,2486.6581196581196,2129.443254817987,1670.2881355932204,2311.4885057471265
297,297,297,2016-07-09,,1753.1509433962265,2133.342857142857,2429.609947643979,2138.16704805492,1638.4736842105262,2396.481012658228
298,298,298,2016-07-10,,1718.0657894736842,2185.8646288209607,2455.3986486486488,2071.003424657534,1606.159574468085,2294.281746031746
299,299,299,2016-07-15,,1747.8490028490028,2140.864367816092,2511.3147410358565,2125.2535211267605,1415.8095238095239,2208.4269662921347
300,300,300,2016-07-16,,1664.471264367816,2125.8831967213114,2443.729641693811,2097.0454545454545,1567.6739130434783,2374.7971698113206
301,301,301,2016-07-17,,1703.7572614107885,2147.5911823647293,2453.9413580246915,2066.44921875,1493.9183673469388,2289.0245901639346
302,302,302,2016-07-18,,1695.4595588235295,2131.749063670412,2394.0458015267177,2139.814371257485,1504.075,2278.4009433962265
303,303,303,2016-07-19,,1696.363184079602,2192.919449901768,2422.9424460431655,2193.8598901098903,1554.5777777777778,2363.429104477612
304,304,304,2016-07-20,,1829.777358490566,2150.877159309021,2464.938829787234,2078.8312387791743,1400.8461538461538,2181.384105960265
305,305,305,2016-07-21,,1759.5882352941176,2154.534979423868,2518.8306010928964,2091.7366071428573,1618.5,2356.8837209302324
306,306,306,2016-07-22,,1696.8466666666666,2152.5627376425855,2432.5415282392028,2120.8032786885246,1628.8,2333.464705882353
307,307,307,2016-07-23,,1761.6876712328767,2182.746136865342,2440.754424778761,2083.435754189944,1651.388888888889,2337.699324324324
308,308,308,2016-07-24,,1700.6503496503497,2177.5989847715737,2467.1567164179105,2155.2962025316456,1458.741935483871,2358.76953125
309,309,309,2016-07-25,,1839.2209737827716,2162.5377969762417,2469.805194805195,2181.823529411765,1417.195652173913,2176.621951219512
310,310,310,2016-07-26,,1742.4088050314465,2162.6702508960575,2509.8966666666665,2081.4623430962342,1645.9333333333334,2435.02
311,311,311,2016-07-27,,1694.1234567901236,2100.983009708738,2459.3947368421054,2148.5720524017465,1604.8,2342.060606060606
312,312,312,2016-07-28,,1745.236559139785,2148.0878048780487,2468.4291845493563,2088.406015037594,1383.2631578947369,2205.9327731092435
313,313,313,2016-07-29,,1692.1372093023256,2166.23754789272,2415.691326530612,2131.521327014218,1469.578947368421,2360.3009708737864
314,314,314,2016-07-30,,1760.4620853080569,2112.25641025641,2451.907284768212,2167.9643765903306,1579.4722222222222,2297.4965034965035
315,315,315,2016-07-31,,1709.650900900901,2145.991023339318,2505.5437665782492,2111.9287598944593,1689.6363636363637,2251.8571428571427
316,316,316,2016-08-01,,1872.240909090909,2195.7739463601533,2494.8622754491016,2049.92385786802,1475.0,2249.7094594594596
317,317,317,2016-08-02,,1625.6173913043478,2088.8369781312126,2471.9299363057326,2083.777777777778,1736.5211267605634,2268.2379032258063
318,318,318,2016-08-03,,1739.4875,2198.8498098859313,2419.8380952380953,2159.5416666666665,1447.2133333333334,2318.7048611111113
319,319,319,2016-08-04,,1793.523489932886,2138.407079646018,2395.319391634981,2133.869731800766,1876.3095238095239,2360.762331838565
320,320,320,2016-08-05,,1754.2881355932204,2155.1884615384615,2519.5727699530516,2127.6426229508197,1351.5283018867924,2304.776649746193
321,321,321,2016-08-06,,1739.0761421319796,2159.1245733788396,2447.4417475728155,2123.536,1750.4166666666667,2343.4827586206898
322,322,322,2016-08-07,,1710.6166666666666,2171.7859078590786,2495.1574803149606,2112.522546419098,1638.0588235294117,2304.4981684981685
323,323,323,2016-08-08,,1677.8202247191011,2159.4809688581313,2432.343511450382,2159.7038461538464,1623.9344262295083,2317.148717948718
324,324,324,2016-08-09,,1773.6325757575758,2137.8347107438017,2485.0710227272725,2141.382096069869,2091.6,2361.8676470588234
325,325,325,2016-08-10,,1762.3177083333333,2130.8606356968216,2407.6012658227846,2134.959390862944,1438.0,2389.791469194313
326,326,326,2016-08-11,,1747.822966507177,2102.1575562700964,2349.0268096514747,2085.5691244239633,,2274.766666666667
327,327,327,2016-08-12,,1706.2444444444445,2154.4802259887006,2526.938679245283,2160.8105590062114,1755.5625,2343.7704918032787
328,328,328,2016-08-13,,1698.352441613588,2182.5162689804774,2492.3899371069183,2138.2442748091603,1614.025641025641,2311.6482213438735
329,329,329,2016-08-14,,1814.1133603238866,2159.6608695652176,2492.1784615384618,2102.645390070922,1394.0588235294117,2283.74011299435
330,330,330,2016-08-15,,1745.365671641791,2083.1739130434785,2361.126696832579,2139.060606060606,1311.517857142857,2402.544776119403
331,331,331,2016-08-16,,1803.8973799126638,2141.175,2432.9762931034484,2171.7520661157023,1804.9354838709678,2276.470588235294
332,332,332,2016-08-17,,1677.9809523809524,2139.344827586207,2437.3649289099526,2132.2389078498295,1702.090909090909,2315.2634146341466
333,333,333,2016-08-18,,1657.7201365187714,2218.33024691358,2435.6666666666665,2180.8392156862747,1499.7777777777778,2365.222222222222
334,334,334,2016-08-19,,1679.4165067178503,2136.7360890302066,2485.3648293963256,2148.508849557522,1344.9333333333334,2280.0553505535054
335,335,335,2016-08-20,,1775.8969555035128,2142.522022838499,2559.225490196078,2116.4497607655503,1447.4313725490197,2432.1241379310345
336,336,336,2016-08-21,,1789.8789346246974,2113.798484848485,2343.023980815348,2190.6234309623433,1466.530864197531,2303.820224719101
337,337,337,2016-08-22,,1730.448113207547,2103.6679536679535,2376.625954198473,2161.8367346938776,1991.0,2188.5164835164837
338,338,338,2016-08-23,,1666.242053789731,2148.3232931726907,2509.0916230366493,2181.5210084033615,1496.0405405405406,2329.235849056604
339,339,339,2016-08-24,,1744.2007042253522,2200.8293172690765,2536.6276346604213,2098.2667946257197,1603.012987012987,2374.6235294117646
340,340,340,2016-08-25,,1688.3813559322034,2130.73125,2480.3671875,2200.2705882352943,1550.7857142857142,2355.4791666666665
341,341,341,2016-08-26,,1792.7635467980297,2156.575438596491,2396.3551637279597,2200.7876923076924,1095.5357142857142,2335.134328358209
342,342,342,2016-08-27,,1788.2066420664207,2155.751453488372,2385.5,2103.007633587786,1538.8,2257.938888888889
343,343,343,2016-08-28,,1720.6533665835411,2140.2869198312237,2446.418316831683,2179.9827586206898,1477.7333333333333,2342.959595959596
344,344,344,2016-08-29,,1702.5609318996417,2171.0107238605897,2502.6328358208957,2173.425531914894,1553.4333333333334,2352.5234899328857
345,345,345,2016-08-30,,1728.123076923077,2178.1349206349205,2482.2550143266476,2116.2058165548096,1474.0169491525423,2346.716738197425
346,346,346,2016-08-31,,1750.3251533742332,2180.87265917603,2437.9298701298703,2143.3155893536123,1385.9444444444443,2358.9836065573772
347,347,347,2016-09-01,,1687.5533980582525,2172.2444444444445,2476.24,2018.2857142857142,1628.5333333333333,2210.4102564102564
348,348,348,2016-09-02,,1761.1926977687626,2156.5991124260354,2463.7879656160458,2140.95223880597,1569.4605263157894,2271.969325153374
349,349,349,2016-09-03,,1740.192393736018,2171.683698296837,2555.652680652681,2185.371951219512,1532.2089552238806,2395.211111111111
350,350,350,2016-09-04,,1698.4473684210527,2178.7961630695445,2398.5466666666666,2113.1502590673576,1498.8510638297873,2370.5761589403974
351,351,351,2016-09-05,,1775.0346820809248,2166.284237726098,2479.6563981042655,2075.2124248496993,1466.6315789473683,2299.427777777778
352,352,352,2016-09-06,,1759.7537313432836,2186.2380136986303,2481.776785714286,2159.557926829268,1412.6511627906978,2353.1827956989246
353,353,353,2016-09-07,,1854.9504716981132,2165.276955602537,2416.1050119331744,2088.8908450704225,1561.5471698113208,2196.3219512195124
354,354,354,2016-09-08,,1747.0704845814978,2144.4,2534.2552083333335,2051.8695652173915,1393.1818181818182,2308.135135135135
355,355,355,2016-09-09,,1758.8641425389756,2170.0511551155114,2439.731343283582,2154.9454545454546,1510.8793103448277,2361.3939393939395
356,356,356,2016-09-10,,1703.2021276595744,2172.6864197530863,2501.988938053097,2145.8431876606683,1445.0444444444445,2361.399014778325
357,357,357,2016-09-11,,1766.375,2225.5589519650657,2485.0868347338937,2131.7543252595156,1382.40625,2322.8903225806453
358,358,358,2016-09-12,,1800.5996131528047,2187.471074380165,2490.035598705502,2033.0709219858156,1494.3292682926829,2253.475138121547
359,359,359,2016-09-13,,1819.479809976247,2168.47491638796,2378.0896860986545,2136.925531914894,1508.0,2317.475
360,360,360,2016-09-14,,1755.5991189427314,2146.148893360161,2435.5568513119533,2135.177966101695,1426.5454545454545,2424.9202898550725
361,361,361,2016-09-15,,1725.668918918919,2185.1796116504856,2508.8338762214985,2144.3522727272725,1362.872340425532,2304.46
362,362,362,2016-09-16,,1747.1303418803418,2179.755963302752,2518.68085106383,2191.91746031746,1391.225,2390.794701986755
363,363,363,2016-09-17,,1796.3673076923078,2189.8065099457503,2580.563981042654,2138.1810584958216,1335.6764705882354,2212.015748031496
364,364,364,2016-09-18,,1802.6564885496184,2173.8083140877598,2411.5527638190956,2069.3046875,1665.7906976744187,2257.6470588235293
365,365,365,2016-09-19,,1760.1701492537313,2149.27,2367.7885714285712,2188.4660194174758,1631.0,2305.103448275862
366,366,366,2016-09-20,,1729.0444964871194,2249.7951388888887,2508.0794520547947,2154.5142180094786,1425.13,2261.42
367,367,367,2016-09-21,,1756.0997732426304,2121.3663793103447,2485.1804511278197,2115.9614457831326,1444.4375,2349.2978723404253
368,368,368,2016-09-22,,1805.2869318181818,2202.8204488778056,2506.259842519685,2139.2285714285713,1575.2222222222222,2165.0138888888887
369,369,369,2016-09-23,,1852.833734939759,2118.9723247232473,2433.3170103092784,2119.8227848101264,1161.8,2319.362068965517
370,370,370,2016-09-24,,1717.0046189376444,2201.006779661017,2469.6639344262294,2098.03164556962,1768.851851851852,2440.5048543689322
371,371,371,2016-09-25,,1849.5224274406332,2154.949656750572,2390.507331378299,2131.219814241486,1566.2894736842106,2376.7253886010362
372,372,372,2016-09-26,,1710.1626984126983,2148.2848837209303,2375.5108225108224,2131.863453815261,1475.2857142857142,2370.887417218543
373,373,373,2016-09-27,,1767.8036175710595,2189.9339019189765,2587.564814814815,2123.3854166666665,1439.5833333333333,2282.5984251968503
374,374,374,2016-09-28,,1793.0890151515152,2167.121212121212,2503.919512195122,2091.1814946619215,1451.578947368421,2332.3606557377047
375,375,375,2016-09-29,,1767.0876132930514,2179.5917525773198,2335.9196428571427,2164.0067567567567,1647.6206896551723,2185.3506493506493
376,376,376,2016-09-30,,1727.421875,2162.4163763066204,2471.7195652173914,2133.6405529953918,1555.5,2316.4954954954956
377,377,377,2016-10-01,,1772.6611374407582,2143.2668024439918,2387.2291021671826,2127.239923224568,1538.4137931034484,2385.3636363636365
378,378,378,2016-10-02,,1727.774818401937,2183.6901408450703,2554.557333333333,2082.5422077922076,1544.6734693877552,2265.8232044198894
379,379,379,2016-10-04,,1757.6818181818182,2246.2702702702704,2512.1,1942.25,1859.6666666666667,2493.16
380,380,380,2016-10-05,,1749.888888888889,2252.764705882353,2370.904761904762,2291.451612903226,,
381,381,381,2016-10-06,,2020.140625,2216.8627450980393,2427.8939393939395,2031.7906976744187,1700.8,2416.3802816901407
382,382,382,2016-10-07,,1636.8969072164948,2215.2808988764045,2462.69,2178.490909090909,1779.0,2452.627450980392
383,383,383,2016-10-08,,2106.08,2378.9444444444443,2461.285714285714,2015.2857142857142,1638.25,2294.1470588235293
384,384,384,2016-10-09,,2006.9565217391305,2345.86,2786.74,2206.1770833333335,,2532.714285714286
385,385,385,2016-10-10,,1836.495145631068,2340.369230769231,2661.2236842105262,2286.5757575757575,1671.3,2370.576923076923
386,386,386,2016-10-11,,1875.3333333333333,2228.9411764705883,2358.8846153846152,2175.25,,2379.6190476190477
387,387,387,2016-10-13,,1626.9032258064517,,2779.871794871795,2295.285714285714,1809.0,2571.90625
388,388,388,2016-10-14,,2147.032258064516,2102.1428571428573,2593.2954545454545,2338.74358974359,,2357.037037037037
389,389,389,2016-10-15,,1818.5862068965516,2213.75,2693.9066666666668,2164.324324324324,,2568.027027027027
390,390,390,2016-10-16,,2068.8333333333335,2436.4,2578.16,1968.392857142857,,2289.8444444444444
391,391,391,2016-10-17,,1614.375,2330.6,2451.0857142857144,2109.95,,2581.2340425531916
392,392,392,2016-10-18,,1861.8846153846155,2268.3137254901962,2769.5,2257.550724637681,,2497.71875
393,393,393,2016-10-19,,2027.2197802197802,2216.184210526316,2470.3030303030305,2216.0,,2218.2982456140353
394,394,394,2016-10-20,,1947.0,2238.7391304347825,2596.5,2039.95,,2449.3571428571427
395,395,395,2016-10-22,,2163.8846153846152,2371.6666666666665,2537.5652173913045,1927.857142857143,,2285.2884615384614
396,396,396,2016-10-25,,1710.888888888889,2188.75,2430.795918367347,2206.5,,2395.4347826086955
397,397,397,2016-10-26,,1677.3703703703704,2237.15,2404.6949152542375,2110.46875,,2436.9310344827586
398,398,398,2016-10-28,,2150.214285714286,2377.6666666666665,2697.8444444444444,2126.15,,2402.6486486486488
399,399,399,2016-10-29,,1952.4,2158.0731707317073,2367.1724137931033,2202.3513513513512,,1916.5333333333333
400,400,400,2016-10-30,,1755.2857142857142,2102.5714285714284,2310.866666666667,2093.714285714286,,2413.6666666666665
401,401,401,2016-11-01,,1535.148148148148,2421.0,2571.128205128205,2240.275,,2618.1153846153848
402,402,402,2016-11-02,,2107.086956521739,2064.0,2628.7297297297296,2090.2926829268295,,2320.245614035088
403,403,403,2017-04-02,,1909.258064516129,2255.2631578947367,2511.917808219178,2054.7924528301887,1520.46875,2286.0666666666666
404,404,404,2017-04-03,,1847.8694267515923,2181.4736842105262,2530.621301775148,2218.1650246305417,1598.888888888889,2362.4727272727273
405,405,405,2017-04-04,,1757.344827586207,2166.4389438943895,2518.006451612903,2135.1483516483518,1385.7604166666667,2344.950704225352
406,406,406,2017-04-05,,1739.2968369829684,2206.6446153846155,2570.7067137809186,2189.8248407643314,1662.2857142857142,2335.227053140097
407,407,407,2017-04-06,,1800.3831775700935,2222.31223628692,2545.6503759398497,2201.022988505747,1665.125,2315.7158469945357
408,408,408,2017-04-07,,1775.3521126760563,2219.9441176470586,2514.128205128205,2119.82722513089,1381.327868852459,2308.546357615894
409,409,409,2017-04-08,,1879.4971098265896,2197.7755102040815,2487.8663967611337,2155.8883248730963,1511.528735632184,2360.9557522123896
410,410,410,2017-04-09,,1749.0254403131116,2179.221172022684,2503.3927272727274,2149.1639042357274,1309.9344262295083,2340.5604026845635
411,411,411,2017-04-10,,1855.0655021834061,2236.236220472441,2620.214285714286,2141.696629213483,1715.5555555555557,2340.264705882353
412,412,412,2017-04-11,,1765.0085714285715,2170.754527162978,2525.595744680851,2146.186335403727,1441.6166666666666,2338.836283185841
413,413,413,2017-04-12,,1813.8266033254156,2199.910646387833,2502.966777408638,2160.025641025641,1345.44,2291.8536585365855
414,414,414,2017-04-13,,1833.2235649546828,2206.0069444444443,2484.9320388349515,2084.0581818181818,1572.8309859154929,2373.135714285714
415,415,415,2017-04-14,,1753.4604051565377,2136.242888402626,2537.817275747508,2139.896373056995,1347.0,2354.9056603773583
416,416,416,2017-04-15,,1789.452868852459,2185.626893939394,2541.4801587301586,2135.814241486068,1537.1898734177216,2394.676
417,417,417,2017-04-16,,1750.6982543640897,2215.237980769231,2533.3668639053253,2144.854497354497,1449.5684210526315,2303.1298245614034
418,418,418,2017-04-17,,1882.905303030303,2168.870786516854,2456.2053571428573,2209.3375,1893.7948717948718,2301.080882352941
419,419,419,2017-04-18,,1704.1672025723474,2196.7198515769946,2456.458904109589,2127.7266355140187,1353.4411764705883,2328.4055118110236
420,420,420,2017-04-19,,1800.4778325123152,2171.4430641821946,2557.62,2075.21484375,1519.909090909091,2299.809756097561
421,421,421,2017-04-20,,1780.0075949367088,2153.5903890160184,2502.40490797546,2186.85625,1288.6041666666667,2378.1987951807228
422,422,422,2017-04-21,,1741.6143497757848,2157.5694444444443,2439.217032967033,2102.3238636363635,1473.4871794871794,2307.5030674846626
423,423,423,2017-04-22,,1832.1634819532908,2196.1050080775444,2485.6941176470586,2130.7620967741937,1491.7037037037037,2342.7698412698414
424,424,424,2017-04-23,,1821.406113537118,2204.292957746479,2458.26409495549,2155.878048780488,1617.3962264150944,2321.4975845410627
425,425,425,2017-04-24,,1737.87125748503,2129.1088082901556,2499.0062893081763,1945.9606299212599,1490.9375,2369.7678571428573
426,426,426,2017-04-25,,1845.857142857143,2131.1058631921824,2530.2824427480914,2049.9311224489797,1280.5945945945946,2324.337962962963
427,427,427,2017-04-26,,1715.26652892562,2189.02,2466.372641509434,2135.370731707317,1515.453488372093,2335.481343283582
428,428,428,2017-04-27,,1797.7219251336899,2143.2875536480688,2581.92817679558,2195.352564102564,1522.0588235294117,2381.5183673469387
429,429,429,2017-04-28,,1815.906633906634,2198.129783693844,2512.330808080808,2111.8078291814945,1753.968253968254,2366.8356164383563
430,430,430,2017-04-29,,1810.2146226415093,2185.8457711442784,2559.8146853146854,2160.2811059907835,1605.1764705882354,2372.042654028436
431,431,431,2017-04-30,1922.1875,1795.5294117647059,2157.920325203252,2523.435483870968,2074.1355140186915,1512.2619047619048,2339.8237885462554
432,432,432,2017-05-01,,1784.5980629539952,2157.646408839779,2407.963470319635,2004.765625,1442.7272727272727,2343.517006802721
