,name_last,name_first,key_mlbam,spin_low_conf,spin_high_conf,spin_difference_conf,%k conf_low,%k conf_high,%k difference_conf,%K mean,spin rate mean
435,duffy,matt,622110,2178.6294,2220.9321,42.302685,0.0155323,0.017267156,0.0017348571,0.016399728,2199.7808
436,dugger,robert,667498,2078.3828,2115.7427,37.35986,0.049287073,0.066730954,0.017443884,0.058009014,2097.0627
437,duke,zach,435043,1854.1516,1889.2913,35.139603,0.05428274,0.07950812,0.025225382,0.06689543,1871.7214
438,dull,ryan,623430,1406.5779,1458.3312,51.753227,0.008339692,0.009481376,0.0011416845,0.008910534,1432.4546
439,dunn,justin,643290,2152.8506,2170.8826,18.03196,0.014790234,0.016509552,0.001719318,0.015649892,2161.8667
440,dunn,mike,445197,2134.8896,2180.6177,45.727947,0.012567798,0.014182429,0.0016146315,0.013375113,2157.7537
441,dunning,dane,641540,2109.201,2147.824,38.623028,0.012990748,0.014829723,0.0018389763,0.013910235,2128.5125
442,duplantier,jon,641541,2081.1958,2113.8782,32.68238,0.015399329,0.017598711,0.0021993823,0.01649902,2097.5369
443,durapau,montana,657566,2045.2488,2065.1526,19.903854,0.025094666,0.037681185,0.012586517,0.031387925,2055.2007
444,dyson,sam,473879,2519.9958,2557.4863,37.490425,0.073011495,0.09864682,0.025635324,0.08582916,2538.7412
445,eades,ryan,592280,1857.7463,1869.587,11.840674,0.0,0.0,0.0,0.0,1863.6666
446,edgin,josh,572831,1756.2406,1791.3676,35.126945,0.07127682,0.09586249,0.024585668,0.08356966,1773.8041
447,edwards,carl,605218,2019.4314,2029.3186,9.887283,0.009918927,0.011275788,0.0013568616,0.0105973575,2024.375
448,edwards,jon,457754,2357.2903,2399.99,42.699535,0.014650071,0.016211038,0.0015609671,0.015430555,2378.6401
449,eflin,zach,621107,2326.8381,2333.5828,6.744719,0.0041929292,0.004938387,0.00074545736,0.004565658,2330.2104
450,ege,cody,643297,2249.104,2275.2556,26.151443,0.015048802,0.017305588,0.0022567865,0.016177194,2262.1797
451,eibner,brett,518649,2236.9158,2275.1194,38.20366,0.016831685,0.019218666,0.0023869812,0.018025175,2256.0176
452,eickhoff,jerad,595191,2057.0847,2107.9111,50.82653,0.05922152,0.078600444,0.019378927,0.068910986,2082.4978
453,elias,roenis,606273,1741.1544,1758.7831,17.6286,0.0045490465,0.005430317,0.00088127033,0.0049896818,1749.9688
454,elledge,seth,676220,2252.644,2293.9102,41.266212,0.017390583,0.020187387,0.0027968036,0.018788984,2273.277
455,ellington,brian,623395,2348.756,2392.945,44.189194,0.011519968,0.013153946,0.0016339789,0.012336956,2370.8506
456,ellis,chris,595939,2202.1445,2261.0557,58.911175,0.011501908,0.013017609,0.0015157007,0.012259758,2231.6
457,elmore,jake,518653,2217.6516,2258.2468,40.59505,0.056263637,0.07516661,0.018902976,0.06571513,2237.9492
458,emanuel,kent,592288,2052.3408,2089.3525,37.011795,0.0124,0.01404726,0.0016472602,0.01322363,2070.8467
459,enns,dietrich,608650,2181.347,2216.434,35.08706,0.012753709,0.014297379,0.0015436695,0.013525544,2198.8904
460,eovaldi,nathan,543135,1993.241,2039.5299,46.28896,0.0157197,0.018177891,0.002458191,0.016948797,2016.3854
461,erlin,robbie,572362,2062.2476,2090.852,28.60439,0.02096371,0.0340627,0.013098988,0.027513202,2076.5498
462,ervin,phil,640447,1857.704,1896.9523,39.248386,0.011739182,0.013111585,0.0013724018,0.012425384,1877.3281
463,esch,jake,605222,2095.873,2129.108,33.234688,0.022795288,0.032096162,0.0093008755,0.027445726,2112.4905
464,escobar,eduardo,500871,2206.029,2228.9482,22.919233,0.036159676,0.050812338,0.014652661,0.043486007,2217.4885
465,escobar,edwin,546276,2148.1433,2205.9824,57.83892,0.066910364,0.09113761,0.024227245,0.07902399,2177.063
466,escobar,luis,650813,1896.4597,1923.7255,27.265717,0.010342106,0.0118250735,0.0014829672,0.01108359,1910.0927
467,eshelman,thomas,664045,2191.855,2210.5264,18.671337,0.015187956,0.01784332,0.002655363,0.016515637,2201.1907
468,espinal,santiago,669289,2116.0132,2153.0063,36.993168,0.106343955,0.1404982,0.034154244,0.12342108,2134.5098
469,espino,paolo,502179,2213.4387,2252.4824,39.043747,0.014773633,0.016984351,0.0022107176,0.015878992,2232.9604
470,estevez,carlos,608032,2053.173,2083.5198,30.346817,0.03916894,0.057261027,0.018092088,0.048214983,2068.3464
471,estrada,marco,462136,1884.3066,1921.7297,37.42304,0.06130063,0.08511463,0.023814,0.07320763,1903.0182
472,evans,demarcus,663770,2209.3257,2268.8687,59.54305,0.01495117,0.018035097,0.0030839276,0.016493134,2239.0972
473,evans,phillip,595943,2297.489,2329.3445,31.855373,0.016008647,0.022341968,0.006333322,0.019175308,2313.4167
474,eveland,dana,445968,2282.133,2315.2927,33.159714,0.07303872,0.099923804,0.026885089,0.08648126,2298.713
475,fairbanks,pete,664126,2372.2107,2445.2087,72.99803,0.013939816,0.015536342,0.0015965259,0.014738078,2408.7097
476,falter,bailey,663559,2314.8484,2338.0613,23.212828,0.014389044,0.016117482,0.0017284376,0.015253263,2326.4548
477,familia,jeurys,544727,2457.535,2491.5183,33.98346,0.08898406,0.12148284,0.032498788,0.10523345,2474.5266
478,faria,jake,607188,2211.6936,2237.2644,25.57089,0.033527352,0.04852184,0.014994487,0.041024595,2224.479
479,farmer,buck,571656,1873.1548,1891.7908,18.636024,0.037981465,0.05469548,0.016714016,0.046338473,1882.4728
480,farquhar,danny,543144,2390.1262,2403.9016,13.775407,0.008013394,0.009295061,0.0012816675,0.0086542275,2397.014
481,farrell,luke,608652,1873.1521,1920.8428,47.690704,0.016185995,0.018917702,0.0027317076,0.017551849,1896.9974
482,faulkner,andrew,605226,1929.2188,1945.513,16.294195,0.01096146,0.012524991,0.001563532,0.011743225,1937.3658
483,fedde,erick,607200,2258.0435,2300.9612,42.917706,0.013898098,0.015577464,0.0016793672,0.014737781,2279.5024
484,federowicz,tim,543148,2265.6436,2286.3196,20.67612,0.06661391,0.09138496,0.024771051,0.07899944,2275.9817
485,feierabend,ryan,456387,2317.6177,2327.5881,9.970365,0.0069022137,0.008112006,0.0012097921,0.0075071095,2322.603
486,feldman,scott,444857,1694.5653,1719.317,24.751635,0.009268735,0.010736894,0.0014681595,0.010002814,1706.9412
487,feliz,michael,593140,1942.9689,1997.8396,54.870773,0.013969706,0.015784496,0.0018147907,0.014877101,1970.4043
488,feliz,neftali,491703,2197.6973,2249.7363,52.039062,0.013214455,0.0148820095,0.0016675543,0.014048232,2223.7168
489,ferguson,caleb,657571,2392.7183,2431.176,38.457676,0.015337541,0.021929955,0.006592414,0.018633747,2411.947
490,fernandez,jose,622774,2243.5562,2275.671,32.114788,0.04766528,0.06600368,0.018338397,0.056834478,2259.6135
491,fernandez,jose,605228,2197.875,2215.1682,17.29312,0.015028006,0.016959807,0.0019317999,0.015993906,2206.5217
492,fernandez,junior,658551,1796.0905,1844.2695,48.179104,0.011483849,0.01273666,0.0012528112,0.012110255,1820.18
493,ferrell,jeff,594815,2037.828,2082.985,45.157196,0.014395872,0.016194185,0.0017983136,0.015295029,2060.4067
494,festa,matthew,670036,2189.968,2218.1924,28.224276,0.074345835,0.10043877,0.02609294,0.0873923,2204.08
495,feyereisen,j. p.,656420,2069.9792,2095.8914,25.911905,0.056120224,0.07598619,0.01986597,0.06605321,2082.9353
496,field,johnny,608654,2187.78,2215.7612,27.981153,0.011654802,0.013191809,0.0015370074,0.012423306,2201.7705
497,fields,josh,451661,1930.6162,1982.9764,52.36018,0.010737911,0.012362952,0.0016250422,0.011550431,1956.7963
498,fien,casey,502272,2373.2263,2396.4863,23.260029,0.013380482,0.014997316,0.0016168336,0.014188899,2384.8562
499,fiers,mike,571666,1832.559,1869.6244,37.06544,0.039390706,0.05254738,0.013156675,0.045969043,1851.0917
500,fillmyer,heath,641571,2270.1924,2300.5183,30.325914,0.013677981,0.015418104,0.001740123,0.014548043,2285.3555
501,finnegan,brandon,605232,2371.0383,2396.559,25.520655,0.069012515,0.093320526,0.02430801,0.08116652,2383.7986
502,finnegan,kyle,640448,1926.8741,1959.4243,32.550182,0.0118652675,0.013603606,0.0017383393,0.012734437,1943.1492
503,fister,doug,450729,2442.4866,2461.7268,19.24021,0.012959418,0.014399856,0.0014404382,0.013679637,2452.1067
504,flaa,jay,664852,2089.0596,2133.594,44.534523,0.012298667,0.013947326,0.0016486588,0.013122996,2111.3267
505,flaherty,jack,656427,1998.4971,2024.3652,25.86809,0.014144252,0.016543612,0.0023993608,0.015343932,2011.4312
506,flaherty,ryan,475247,2208.4832,2240.9521,32.46897,0.065005265,0.089971825,0.02496656,0.07748855,2224.7178
507,flande,yohan,456071,2247.9524,2258.476,10.52382,0.0064118784,0.0075316257,0.0011197472,0.0069717523,2253.2144
508,fleming,josh,676596,2253.8354,2298.922,45.08674,0.06539565,0.09122825,0.02583259,0.07831195,2276.379
509,fletcher,aaron,667465,1967.1227,1995.9471,28.824444,0.039234206,0.052990366,0.013756159,0.046112288,1981.5349
510,flexen,chris,623167,1955.7863,1987.933,32.14673,0.016098483,0.018363636,0.0022651548,0.017231058,1971.8596
511,flores,bernardo,641576,2304.2563,2324.6326,20.376255,0.06559339,0.09003303,0.024439644,0.077813216,2314.4446
512,flores,kendry,572309,2359.2507,2400.143,40.892315,0.07258367,0.09882281,0.026239142,0.08570324,2379.6968
513,florimon,pedro,465753,2692.1619,2734.7332,42.571205,0.013688825,0.015406372,0.0017175468,0.014547599,2713.4475
514,floro,dylan,571670,2338.0784,2361.3403,23.261936,0.014773418,0.018467244,0.0036938258,0.016620332,2349.7092
515,floyd,gavin,425856,2163.2075,2184.996,21.788612,0.05462812,0.077279046,0.022650927,0.06595358,2174.1018
516,flynn,brian,543169,2108.8132,2146.379,37.565628,0.013537391,0.015207688,0.0016702972,0.01437254,2127.5962
517,foley,jason,671345,1964.6831,2025.487,60.803974,0.013472676,0.015272326,0.0017996497,0.014372501,1995.0851
518,foltynewicz,mike,592314,1729.0988,1747.9601,18.861317,0.008333566,0.009825114,0.0014915481,0.00907934,1738.5294
519,font,wilmer,521655,1653.2909,1703.3757,50.08486,0.0053913393,0.0065806326,0.0011892937,0.005985986,1678.3334
520,ford,mike,645801,2046.1097,2066.967,20.857384,0.008130617,0.009306151,0.0011755341,0.008718384,2056.5386
521,forsythe,logan,523253,1653.154,1705.346,52.19197,0.00959078,0.010992516,0.0014017355,0.010291648,1679.25
522,foster,matt,641582,2096.2915,2131.754,35.462425,0.012337219,0.01408537,0.0017481514,0.013211295,2114.0227
523,france,ty,664034,2263.907,2289.3472,25.44018,0.071285546,0.0971274,0.025841858,0.08420648,2276.627
524,francis,jeff,433585,2057.2847,2079.3042,22.01967,0.015121798,0.017038595,0.0019167966,0.016080197,2068.2944
525,franco,enderson,575070,2370.8574,2410.2686,39.41114,0.016738018,0.01877839,0.002040371,0.017758204,2390.563
526,francoeur,jeff,425796,2191.537,2227.0586,35.521473,0.013518947,0.015147849,0.0016289024,0.014333398,2209.2979
527,franklin,nick,545338,2102.6301,2139.2773,36.64738,0.0160881,0.018121058,0.002032958,0.01710458,2120.9539
528,frankoff,seth,571676,1860.7811,1870.1078,9.326651,0.006360564,0.007459738,0.001099174,0.006910151,1865.4445
529,frare,caleb,621350,1633.0391,1642.7845,9.745494,0.008397538,0.0097031295,0.001305591,0.009050334,1637.9117
530,frasor,jason,430630,2216.2158,2254.6257,38.409927,0.014384568,0.016217485,0.0018329183,0.015301026,2235.4207
531,frazier,todd,453943,2176.0083,2211.9294,35.92117,0.01281778,0.014434843,0.0016170639,0.013626311,2193.9688
532,freeland,kyle,607536,2404.834,2441.9854,37.151543,0.013519727,0.015225139,0.0017054126,0.014372433,2423.4097
533,freeman,mike,502273,2114.6758,2136.0713,21.395561,0.08979678,0.12557939,0.0357826,0.107688084,2125.3735
534,freeman,sam,518693,2567.4968,2619.4753,51.97863,0.01668645,0.018973932,0.0022874807,0.017830191,2593.486
535,frias,carlos,516910,2229.8127,2252.242,22.429047,0.01577814,0.017958358,0.0021802187,0.016868249,2241.0273
536,fried,max,608331,2204.455,2233.7202,29.26505,0.016013945,0.017541092,0.0015271468,0.016777517,2219.0876
537,friedrich,christian,543184,2211.3066,2239.1453,27.838589,0.013580139,0.015307652,0.0017275123,0.014443895,2225.2258
538,frieri,ernesto,457117,2266.9512,2299.651,32.699894,0.013679541,0.01561331,0.0019337697,0.014646425,2283.301
539,fry,jace,605240,2307.6414,2332.2031,24.561666,0.07235153,0.098268956,0.025917428,0.08531024,2319.9224
540,fry,paul,643316,2112.123,2144.0554,31.932476,0.016009878,0.018016197,0.002006318,0.017013038,2128.089
541,fuentes,joshua,658069,2214.2612,2239.2136,24.952448,0.021700196,0.034808777,0.013108579,0.028254487,2226.7375
542,fujikawa,kyuji,493117,2235.5525,2276.5117,40.95923,0.060594644,0.08656078,0.02596613,0.07357771,2256.0322
543,fulmer,carson,608334,1545.7015,1568.891,23.189503,0.013378241,0.014574336,0.0011960955,0.013976288,1557.2963
544,fulmer,michael,605242,2303.3733,2355.2253,51.85207,0.036929253,0.055303268,0.018374015,0.046116263,2329.2993
545,funkhouser,kyle,608335,2060.7312,2090.651,29.919641,0.014437629,0.016302755,0.0018651269,0.015370192,2075.691
546,furbush,charlie,518703,2163.6196,2195.4243,31.804682,0.06092751,0.08361026,0.022682747,0.07226888,2179.522
547,gagnon,drew,543193,2305.0803,2333.594,28.513754,0.013064872,0.01479863,0.0017337579,0.013931751,2319.3372
548,gallardo,yovani,451596,2041.3062,2072.418,31.111858,0.06841133,0.09346634,0.025055008,0.08093884,2056.862
549,gallegos,giovanny,606149,2223.3362,2266.3923,43.056084,0.071551315,0.09790394,0.026352622,0.08472762,2244.8643
550,gallen,zac,668678,2360.6042,2386.2383,25.634203,0.011693479,0.013160519,0.0014670407,0.0124269985,2373.4214
551,gamboa,eddie,543195,1996.925,2032.2158,35.29083,0.036089253,0.05845429,0.022365035,0.047271773,2014.5704
552,gant,john,607231,2352.487,2381.5735,29.086422,0.012426474,0.013892094,0.0014656197,0.013159284,2367.0303
553,garces,frank,571057,1793.502,1850.1735,56.67155,0.069742,0.09492724,0.025185231,0.082334615,1821.8378
554,garcia,bryan,650530,1938.1389,1948.6846,10.545675,0.0032472166,0.0039454596,0.0006982427,0.003596338,1943.4117
555,garcia,deivi,665620,1646.634,1650.0326,3.398605,0.0031400183,0.0038775255,0.000737507,0.003508772,1648.3334
556,garcia,edgar,658305,1860.212,1890.96,30.747877,0.058796883,0.08298487,0.024187991,0.07089088,1875.586
557,garcia,greg,594824,2064.1829,2084.9802,20.797476,0.014768875,0.016512742,0.0017438668,0.015640808,2074.5815
558,garcia,jaime,448802,2329.7974,2379.4595,49.66204,0.063399196,0.08752318,0.024123982,0.07546119,2354.6284
559,garcia,jarlin,606424,2050.7546,2083.81,33.055416,0.073441364,0.099411264,0.025969893,0.08642632,2067.2825
560,garcia,jason,592329,1995.2764,2044.8876,49.611233,0.050049935,0.057762146,0.0077122115,0.053906042,2020.0819
561,garcia,leury,544725,2199.7356,2215.8645,16.128914,0.010346123,0.011922969,0.0015768447,0.011134545,2207.8
562,garcia,luis,677651,2145.9539,2183.1816,37.22799,0.051630173,0.072566226,0.020936053,0.0620982,2164.5679
563,garcia,luis,472610,1594.9962,1618.3229,23.32669,0.008768017,0.0100452565,0.0012772387,0.0094066365,1606.6595
564,garcía,onelki,607162,2168.9133,2195.418,26.504526,0.012553025,0.014175924,0.0016228983,0.013364474,2182.1655
565,garcia,rico,670329,2004.781,2026.709,21.92804,0.011784154,0.013433736,0.0016495821,0.012608945,2015.745
566,garcia,robel,596825,2211.8167,2248.4976,36.68085,0.01345965,0.015553996,0.002094346,0.014506822,2230.157
567,garcia,rony,665621,2117.2048,2141.4827,24.27795,0.009606595,0.010817634,0.0012110391,0.010212115,2129.3438
568,garcia,yimi,554340,2302.8364,2322.1812,19.344696,0.013707373,0.015424075,0.0017167012,0.014565724,2312.5088
569,gardewine,nick,643320,2358.8992,2387.7903,28.891188,0.014728002,0.01653961,0.0018116091,0.015633807,2373.3447
570,garner,perci,592330,2236.2341,2280.0808,43.84677,0.013054722,0.014782913,0.0017281915,0.013918817,2258.1575
571,garrett,amir,607237,2331.1228,2390.282,59.159214,0.012370388,0.014000546,0.001630158,0.013185468,2360.7024
572,garrett,braxton,666129,1878.391,1948.037,69.64595,0.011061375,0.012632011,0.001570636,0.011846693,1913.214
573,garrett,reed,657585,1972.5461,1993.33,20.783806,0.015496777,0.021106455,0.0056096776,0.018301617,1982.9381
574,garton,ryan,623439,2232.0293,2268.4265,36.397274,0.014003346,0.015947776,0.0019444306,0.014975561,2250.228
575,garver,mitch,641598,2190.6714,2223.487,32.81569,0.07877309,0.106981345,0.028208254,0.09287722,2207.079
576,garza,justin,621057,2302.7222,2333.3865,30.664492,0.043923162,0.06312833,0.019205172,0.053525746,2318.0544
577,garza,matt,490063,2091.5754,2135.0435,43.46803,0.026604077,0.029664543,0.0030604661,0.02813431,2113.3096
578,garza,ralph,621248,2563.9927,2585.7698,21.777258,0.016289266,0.0183146,0.0020253353,0.017301932,2574.881
579,gausman,kevin,592332,1948.5027,1992.1987,43.696,0.014808021,0.020624198,0.0058161775,0.017716108,1970.3507
580,gaviglio,sam,543208,2009.7273,2034.8962,25.168982,0.128965,0.16964708,0.04068209,0.14930604,2022.3118
581,gearrin,cory,518715,2340.9863,2370.2212,29.234938,0.015306425,0.01717795,0.0018715255,0.016242187,2355.6038
582,gee,dillon,518716,2284.5793,2301.2668,16.6875,0.016427113,0.018110946,0.0016838327,0.017269028,2292.923
583,geltz,steve,544993,1891.9148,1908.8729,16.958197,0.013791105,0.022199553,0.008408449,0.01799533,1900.3939
584,gennett,scooter,571697,2116.5354,2159.8784,43.343018,0.016969824,0.02046181,0.0034919877,0.018715817,2138.207
585,gerber,joey,680702,2195.064,2224.8628,29.79896,0.014342533,0.01606583,0.0017232965,0.015204182,2209.9634
586,german,domingo,593334,1616.424,1635.576,19.15204,0.006344813,0.0072037354,0.00085892255,0.006774274,1626.0
587,germen,gonzalez,542674,1830.0966,1844.9867,14.8901005,0.0104260575,0.0117450105,0.0013189528,0.0110855345,1837.5416
588,gibaut,ian,664139,2296.2258,2336.096,39.87015,0.10310539,0.14153549,0.038430113,0.12232044,2316.161
589,gibson,kyle,502043,2439.4675,2469.1426,29.67516,0.012743189,0.014510206,0.0017670168,0.0136266975,2454.305
590,gilbert,logan,669302,2455.3855,2493.1482,37.762707,0.05542618,0.077984884,0.022558706,0.06670553,2474.2668
591,gilbreath,lucas,656458,2293.014,2317.2766,24.26273,0.016876243,0.018993253,0.00211701,0.017934749,2305.1453
592,giles,ken,571704,2349.7375,2390.947,41.209454,0.07033042,0.095278144,0.024947725,0.08280428,2370.3423
593,gilmartin,sean,543219,2220.9475,2241.736,20.78858,0.052054223,0.07332533,0.021271108,0.062689774,2231.3418
594,gimenez,chris,460269,2184.8494,2220.9717,36.12245,0.07191917,0.096047364,0.024128191,0.083983265,2202.9106
595,ginkel,kevin,656464,2373.9602,2400.6406,26.680496,0.01540434,0.022675052,0.007270713,0.019039696,2387.3003
596,giolito,lucas,608337,1607.8478,1620.819,12.971188,0.0062072743,0.0076268413,0.0014195672,0.006917058,1614.3334
597,girodo,chad,643325,1905.0103,1914.5612,9.550857,0.007020163,0.008090453,0.0010702898,0.007555308,1909.7858
598,givens,mychal,571710,2078.7542,2108.2683,29.514132,0.067556836,0.091714874,0.024158038,0.07963586,2093.5112
599,glasnow,tyler,607192,1609.2194,1681.8969,72.677505,0.015183406,0.017017731,0.0018343254,0.016100569,1645.5581
600,glover,koda,606983,2056.428,2098.1482,41.72,0.070797525,0.09591482,0.02511729,0.08335617,2077.288
601,godley,zack,643327,2201.1055,2243.7356,42.63018,0.014150428,0.01590645,0.001756021,0.0150284385,2222.4204
602,goeddel,erik,592340,1432.2405,1461.7595,29.518967,0.0030079004,0.003659315,0.0006514147,0.0033336077,1447.0
603,goforth,david,592341,2293.9053,2314.8113,20.905851,0.016860442,0.025776695,0.008916255,0.02131857,2304.3582
604,gohara,luiz,627894,2258.3357,2293.9443,35.608833,0.04920619,0.073257305,0.024051113,0.061231744,2276.14
605,goins,ryan,572365,2017.3933,2042.574,25.180681,0.028361293,0.046424467,0.018063176,0.03739288,2029.9836
606,goldberg,brad,643329,1894.1697,1906.6666,12.496948,0.011834483,0.013534184,0.0016997013,0.012684333,1900.4182
607,gomber,austin,596295,2012.7131,2042.2792,29.565962,0.056233246,0.07965195,0.023418708,0.0679426,2027.4961
608,gomes,brandon,460156,1914.5137,1964.1184,49.604706,0.020422842,0.028914332,0.008491489,0.024668587,1939.316
609,gomes,jonny,430404,1992.9103,2037.5446,44.634285,0.019981388,0.026468342,0.0064869546,0.023224864,2015.2274
610,gomez,carlos,460576,2465.6035,2509.7393,44.13565,0.069212236,0.09516819,0.025955949,0.082190216,2487.6714
611,gomez,jeanmar,491646,1791.6409,1852.3657,60.72493,0.014484008,0.016469372,0.0019853648,0.015476691,1822.0033
612,gomez,roberto,596816,2459.414,2499.681,40.266857,0.010897079,0.01243235,0.0015352714,0.011664714,2479.5476
613,gonsalves,stephen,624427,2426.0022,2452.8635,26.86138,0.01748406,0.026339246,0.008855186,0.021911653,2439.4329
614,gonsolin,tony,664062,2109.9531,2134.8354,24.882177,0.030789144,0.04369879,0.012909646,0.037243966,2122.3943
615,gonzales,marco,594835,2074.3691,2106.8252,32.45624,0.07302565,0.098918885,0.025893236,0.08597227,2090.5972
616,gonzalez,chi chi,592346,2361.6968,2392.9329,31.236149,0.013351593,0.015046803,0.0016952099,0.014199198,2377.315
617,gonzalez,gio,461829,1899.1951,1924.1177,24.92261,0.069778994,0.09793728,0.028158285,0.08385814,1911.6564
618,gonzalez,marwin,503556,2418.607,2438.5667,19.959879,0.013954425,0.020754848,0.0068004224,0.017354637,2428.5867
619,gonzalez,merandy,642571,2206.8284,2231.8564,25.028027,0.016793525,0.018691717,0.001898192,0.01774262,2219.3425
620,gonzalez,miguel,456068,2368.1133,2390.6272,22.513998,0.014995472,0.017001333,0.002005862,0.015998403,2379.37
621,gonzalez,severino,605894,2245.676,2266.2988,20.622759,0.015092133,0.01699135,0.0018992178,0.016041743,2255.9873
622,gonzalez,victor,624647,2299.6968,2329.2246,29.527853,0.013613228,0.015493462,0.0018802347,0.014553345,2314.4607
623,goody,nick,580792,1511.976,1547.1669,35.190952,0.0052893255,0.0066154366,0.001326111,0.005952381,1529.5714
624,gordon,alex,460086,2328.427,2376.5042,48.077225,0.07559576,0.10367155,0.028075796,0.08963366,2352.4656
625,gorzelanny,tom,452733,2088.307,2117.827,29.520061,0.035275783,0.047138818,0.011863034,0.0412073,2103.067
626,gossett,daniel,605254,2146.7139,2176.3357,29.621674,0.06627195,0.0915534,0.025281444,0.078912675,2161.525
627,gott,trevor,641627,2349.2256,2388.6995,39.47394,0.012856929,0.014564171,0.0017072422,0.01371055,2368.9624
628,goudeau,ashton,623485,2013.6392,2048.066,34.426857,0.08044852,0.108805165,0.02835664,0.094626844,2030.8527
629,grace,matt,594840,1951.9949,1983.0953,31.100416,0.041249104,0.058809467,0.017560365,0.050029285,1967.545
630,graham,j. r.,543242,2184.377,2221.1184,36.741383,0.06017196,0.084152214,0.02398025,0.07216209,2202.7476
631,graterol,brusdar,660813,2340.883,2368.0667,27.183424,0.01466316,0.016595677,0.0019325153,0.015629418,2354.4749
632,graveman,kendall,608665,2345.3594,2380.6099,35.250374,0.012793745,0.014322157,0.001528412,0.013557951,2362.9846
633,graves,brett,605255,2269.2012,2298.846,29.644821,0.028458605,0.04338352,0.014924915,0.035921063,2284.0234
634,gray,jon,592351,2252.6904,2297.0806,44.390057,0.01223837,0.013864645,0.0016262743,0.013051507,2274.8855
635,gray,josiah,680686,2225.1296,2259.7668,34.637333,0.012886172,0.014562231,0.0016760587,0.013724201,2242.4482
636,gray,sonny,543243,2400.1453,2438.17,38.02458,0.057882562,0.080742314,0.022859754,0.06931244,2419.1577
637,green,chad,643338,2188.9448,2209.562,20.617052,0.074732356,0.09881223,0.024079878,0.08677229,2199.2534
638,greene,shane,572888,2343.5369,2368.7842,25.247118,0.06676227,0.088849366,0.022087103,0.07780582,2356.1604
639,greenwood,nick,572889,2057.0942,2096.292,39.197613,0.06509376,0.08866233,0.023568561,0.07687805,2076.693
640,gregerson,luke,502381,1980.349,2009.0319,28.682783,0.046138152,0.06596405,0.019825894,0.0560511,1994.6904
641,gregg,kevin,276514,1866.3627,1892.0698,25.707148,0.05720987,0.074340194,0.01713032,0.06577503,1879.2162
642,greinke,zack,425844,2038.989,2080.8894,41.90045,0.079294026,0.10573912,0.026445089,0.09251657,2059.9392
643,griffin,a. j.,456167,2083.939,2126.5232,42.584187,0.02804237,0.034930088,0.0068877186,0.031486228,2105.2312
644,griffin,foster,656492,2151.828,2193.0925,41.26473,0.06834339,0.096468635,0.028125238,0.082406014,2172.4602
645,grilli,jason,276351,2317.6719,2361.4192,43.747276,0.006058147,0.0072729965,0.0012148495,0.0066655716,2339.5454
646,grimm,justin,518748,1929.0526,1996.2675,67.21482,0.03768649,0.047279745,0.009593257,0.042483117,1962.66
647,grotz,zac,665093,2140.1401,2176.4258,36.285667,0.06830067,0.09364903,0.025348362,0.080974855,2158.283
648,gsellman,robert,607229,2123.009,2162.6338,39.624596,0.013764158,0.015600303,0.0018361456,0.014682231,2142.8213
649,guaipe,mayckol,515052,2116.0427,2154.846,38.80336,0.013993759,0.015862606,0.0018688481,0.0149281835,2135.4443
650,guduan,reymin,594056,2141.9353,2180.3508,38.415443,0.0347014,0.050026212,0.0153248105,0.042363804,2161.143
651,guerra,deolis,500610,2400.6458,2439.581,38.9352,0.0134198675,0.015310603,0.0018907359,0.014365235,2420.1133
652,guerra,javy,642770,2418.9622,2448.3367,29.374393,0.013573716,0.015327483,0.0017537671,0.0144506,2433.6494
653,guerra,javy,457915,2216.7205,2228.4333,11.712876,0.005281233,0.0063551585,0.0010739254,0.0058181956,2222.577
654,guerra,junior,448855,2129.989,2149.6533,19.664482,0.014001821,0.015672246,0.0016704256,0.014837034,2139.821
655,guerrero,tayron,594027,2094.1633,2141.2002,47.036835,0.01388379,0.01573922,0.0018554288,0.014811505,2117.682
656,guerrieri,taylor,605260,2313.1672,2334.4126,21.24535,0.015284886,0.01734478,0.0020598944,0.016314832,2323.79
657,guilbeau,taylor,607555,2619.7122,2642.995,23.282976,0.032553956,0.04997628,0.017422326,0.04126512,2631.3535
658,guillorme,luis,641645,2125.4424,2155.1533,29.711031,0.01876309,0.02200435,0.0032412596,0.02038372,2140.2979
659,guilmet,preston,543258,2363.3523,2386.9192,23.567097,0.016045958,0.021686008,0.0056400504,0.018865984,2375.1357
660,gurka,jason,543261,2205.4556,2245.9556,40.499786,0.0122012505,0.014043671,0.0018424205,0.013122461,2225.7056
661,gustave,jandel,594311,2033.614,2062.3562,28.74211,0.04331336,0.062393017,0.019079655,0.05285319,2047.9851
662,guthrie,jeremy,425386,2083.133,2116.0999,32.966805,0.043611165,0.06113757,0.017526403,0.052374367,2099.6165
663,gutiérrez,vladimir,661269,2010.827,2053.46,42.63293,0.056165807,0.0670964,0.010930595,0.061631102,2032.1434
664,guyer,brandon,446386,2261.4736,2291.4316,29.957912,0.014300385,0.017052885,0.0027525,0.015676634,2276.4526
665,guzman,jorge,660422,1957.1093,2020.5707,63.461437,0.01699738,0.019110257,0.0021128783,0.018053818,1988.84
666,gyorko,jedd,576397,2172.5903,2205.7063,33.11614,0.014556693,0.023856899,0.009300207,0.019206796,2189.1484
667,hader,josh,623352,2245.2126,2265.0256,19.813046,0.03793524,0.051657114,0.013721876,0.044796176,2255.1191
