game_date,CH,CS,CU,EP,FA,FC,FF,FS,KC,KN,SC,SI,SL
2021-04-01,78.64146341463415,,79.81917808219178,,,84.85252525252525,83.89913606911448,80.30416666666666,83.33333333333333,,,83.42266009852216,80.82620087336245
2021-04-02,77.25,,79.17,,,83.31891891891892,84.12535211267605,59.78333333333333,86.45,,,82.53300970873786,80.79411764705883
2021-04-03,78.9177304964539,89.33333333333333,77.86349206349206,,,80.9980198019802,83.97046004842616,77.9,83.55555555555556,,,84.73518518518519,80.47315789473684
2021-04-04,78.79855072463769,,80.284375,,74.75,85.49677419354839,83.71083333333333,77.55714285714285,87.91,,,82.86728395061728,83.06568047337278
2021-04-05,81.93461538461538,,76.498,,89.85,82.6608108108108,83.44586129753915,84.16799999999999,78.92272727272727,,,85.26455223880598,80.57272727272728
2021-04-06,79.66620689655173,,83.38461538461539,,90.25,81.35572519083969,82.61908713692947,79.16363636363636,81.86428571428571,,,82.69874476987448,82.11913043478262
2021-04-07,77.79702380952381,76.6,81.97926829268293,,,80.91015625,84.39577464788732,86.1125,78.48148148148148,,,83.39553072625698,80.32217194570136
2021-04-08,82.8695238095238,,84.61774193548388,,,79.25194805194805,83.23802816901409,75.67999999999999,72.81333333333333,,,84.20992366412214,80.08571428571429
2021-04-09,84.71136363636364,77.95,81.48484848484848,,,83.46603773584906,83.01490909090909,78.53333333333333,84.07222222222222,,,85.15928571428572,83.06293706293707
2021-04-10,79.83024691358025,,83.3287356321839,,,83.85731707317073,83.4891544117647,81.51578947368421,79.18571428571428,,,83.55414847161573,80.91376518218624
2021-04-11,83.46857142857144,,80.8921568627451,,,82.29080459770115,83.48554913294798,82.90833333333333,89.740625,,86.9,86.0303664921466,79.24727272727273
2021-04-12,79.44583333333334,,77.61272727272727,,,80.40117647058824,81.84215384615385,76.97647058823529,81.0904761904762,,,83.6502994011976,80.77435897435898
2021-04-13,77.06391304347827,,80.92,,71.525,78.91696428571429,82.94656862745099,74.02000000000001,85.27837837837838,,,82.93070175438596,82.44362139917695
2021-04-14,78.12457627118644,,79.48072289156626,,,82.90900900900901,82.06381418092909,79.48333333333333,91.03076923076924,,,82.24636678200692,80.38906882591093
2021-04-15,79.03716814159293,103.0,81.26777777777778,,,80.81090909090909,83.05242105263159,83.175,77.19,,,82.86309523809524,82.75594405594406
2021-04-16,81.99448818897638,,83.2936170212766,88.85,82.975,79.3377358490566,83.40869565217392,67.1,82.39565217391304,,,83.27809523809525,81.1995260663507
2021-04-17,80.44244186046512,,77.93085106382979,,69.0,80.39347826086956,83.51629213483146,86.69,82.3232558139535,,,81.63947368421051,80.20747663551403
2021-04-18,80.3483660130719,,79.89682539682539,,,79.73970588235295,83.18953722334004,80.66428571428571,83.16896551724139,,,83.27881773399014,78.94589371980676
2021-04-19,79.94153846153846,64.33333333333333,78.865625,85.4,88.74545454545455,84.45333333333333,84.07092511013215,82.73571428571428,103.3,65.89999999999999,,82.45652173913044,80.62100000000001
2021-04-20,81.01626506024097,,78.29545454545455,,87.0,77.43495145631069,83.21369047619046,84.41538461538462,76.60625,,,82.20091743119266,80.78858447488585
2021-04-21,78.6703947368421,,79.10253164556963,,89.86666666666667,79.98229166666667,83.7878661087866,76.22105263157896,78.38571428571429,,,82.70441767068273,80.80243902439024
2021-04-22,81.21492537313432,,78.44126984126984,,,77.5421052631579,82.91592920353982,77.4388888888889,78.39333333333335,,,84.38357142857143,79.7608
2021-04-23,78.19722222222222,44.4,78.27954545454546,,92.14,80.93551401869159,83.92543103448276,89.24615384615385,86.67272727272727,,,81.96607929515419,82.33764705882352
2021-04-24,79.42659574468085,,74.99230769230769,,86.4,82.86229508196722,83.17222222222222,83.44166666666666,80.04736842105264,,,82.768345323741,81.11243781094528
2021-04-25,78.91269841269842,,81.85495495495495,,,81.12752293577981,81.6571906354515,78.35714285714286,79.67142857142858,,,81.9609090909091,82.13571428571429
2021-04-26,82.92736842105263,,81.84606741573035,,96.775,81.3025641025641,83.84725848563968,85.2375,85.80714285714285,,,83.14506172839506,81.24767441860466
2021-04-27,80.38502994011975,,84.20333333333333,,,83.96261682242991,84.72269807280514,82.74615384615385,92.08461538461538,,,85.26544715447154,82.28212560386474
2021-04-28,81.21560283687943,,80.19594594594595,,79.01428571428572,81.88076923076923,84.34603854389721,80.66363636363636,77.68095238095238,,,84.49012345679012,80.65617529880478
2021-04-29,79.96915887850469,,77.90526315789474,,,83.84875,81.74192546583852,90.80714285714285,83.76842105263158,,,82.11290322580645,81.62093023255814
2021-04-30,80.7063492063492,66.1,77.978125,,,82.17325581395349,84.01209503239741,84.3625,81.425,,,82.77721518987342,79.09794871794873
2021-05-01,80.75263157894737,,80.43176470588234,,82.25,81.99350649350649,83.0378892733564,84.24761904761905,85.16000000000001,,,82.3984555984556,82.06961538461537
2021-05-02,80.775,56.1,83.34186046511627,,,82.70927835051546,84.22057692307692,84.47058823529412,83.59,,,84.99051383399208,80.66111111111111
2021-05-03,84.03181818181818,100.2,81.52499999999999,,,84.79529411764706,85.56192468619247,86.6,85.43333333333334,,,83.84903225806453,81.78834951456311
2021-05-04,82.58314606741573,,79.98118811881189,,88.3,78.09518072289156,84.13213644524237,71.81428571428572,83.35333333333332,,,84.75336134453781,80.4
2021-05-05,75.97828947368421,,78.4,,,80.0751724137931,82.20307328605202,83.35416666666667,79.15185185185184,,,81.72655737704918,82.82566037735849
2021-05-06,80.87111111111112,,79.6,,,83.15454545454544,83.09726368159204,87.72857142857143,86.66923076923078,,,83.43858267716536,79.55918367346939
2021-05-07,80.70944206008583,,80.73454545454545,,,81.5468085106383,83.89865384615385,72.41666666666667,79.85862068965517,,,82.92456896551724,80.72995780590718
2021-05-08,79.70308641975308,91.1,77.8771653543307,,80.8,81.55247524752474,82.90582191780823,84.428,84.09285714285714,,,81.31679389312977,79.87916666666666
2021-05-09,79.85675675675675,,81.20923076923077,,,79.34109589041095,83.24915254237288,86.2,78.24324324324324,,,81.13181818181819,81.4670157068063
2021-05-10,82.70845070422536,,82.49411764705883,,,88.14545454545456,81.89297297297297,69.62,94.275,,,83.80281690140845,78.60379746835443
2021-05-11,80.0225988700565,,80.48305084745763,,,84.65047619047618,83.66290630975143,76.68518518518519,78.82727272727273,,,81.96622807017543,81.55206611570247
2021-05-12,81.3819209039548,89.0,77.53516483516484,,,81.49142857142857,81.02828685258963,77.34782608695652,85.53809523809524,,,84.45799086757991,81.07061403508771
2021-05-13,81.9858407079646,,79.99722222222222,,,80.62045454545454,83.43277661795408,96.66666666666667,80.53157894736842,,,82.56961325966851,80.75754716981132
2021-05-14,81.99421965317919,,78.68275862068965,,80.46666666666667,82.47913043478262,82.75175879396986,83.5653846153846,86.75384615384615,,,83.60196078431372,81.9782258064516
2021-05-15,82.00283018867924,,79.69611650485437,,88.8,80.37073170731708,83.44424040066778,90.47500000000001,78.60952380952381,,,83.41244444444445,80.44808510638298
2021-05-16,80.92953367875647,,80.18157894736842,,,77.76222222222222,83.6525354969574,92.59285714285714,86.31891891891892,,,84.21061224489796,80.47288732394365
2021-05-17,79.9551282051282,,78.26410256410257,94.75,,86.69824561403509,85.65323741007194,84.39999999999999,79.66428571428571,,,82.91984126984127,82.69190751445088
2021-05-18,80.68034682080925,,81.18888888888888,,,81.07397260273972,83.46321070234114,70.8,73.64999999999999,,,84.07167381974249,81.27982832618027
2021-05-19,80.39144736842105,,80.39473684210526,,,83.10803571428572,83.91076320939335,80.98333333333333,75.91666666666667,,,84.3179190751445,80.79493670886076
2021-05-20,82.79785714285715,,84.59402985074627,,80.94545454545454,80.90526315789474,83.21002570694088,82.3952380952381,86.00399999999999,,,84.83018867924528,80.29877300613498
2021-05-21,83.96479591836734,,81.69722222222221,,83.86153846153846,80.6258426966292,83.21355633802817,87.30714285714285,86.67083333333333,,,83.17586206896553,79.79007936507936
2021-05-22,80.41518987341773,,81.35333333333334,,,81.6808988764045,83.54065934065933,85.94736842105263,85.59473684210526,,,83.15276381909548,81.07366548042705
2021-05-23,79.51968911917098,,79.0275,,,81.24789915966386,83.09964788732394,82.35555555555555,83.00714285714285,,,82.76869158878505,79.2695652173913
2021-05-24,80.31696428571429,,80.05555555555556,,,83.29491525423728,83.17131147540984,74.24,80.77777777777777,,,85.09107142857144,78.59787234042552
2021-05-25,83.23910256410257,98.0,80.48453608247422,,,84.64432989690722,84.48515769944342,82.848,81.87647058823529,,,82.66616915422887,80.74859437751005
2021-05-26,81.79225352112677,,84.14939759036145,,,80.08253968253968,82.89500959692899,71.30000000000001,81.16176470588235,,,83.5961038961039,80.53140096618357
2021-05-27,82.50874999999999,,76.92359550561798,,,80.23387096774194,83.60442708333333,63.857142857142854,85.19714285714286,,,83.06341463414634,79.91315789473684
2021-05-28,83.1728813559322,,83.48627450980392,,,82.18076923076923,83.43647416413373,76.32857142857142,79.73333333333333,,,84.03670886075949,81.36867469879519
2021-05-29,78.41538461538461,,76.97980769230769,,,80.17450980392157,83.00831889081456,79.5448275862069,81.60000000000001,,,82.69251101321586,81.07379912663757
2021-05-30,76.95988023952096,,78.87142857142858,,,82.5962962962963,81.77453027139875,78.4121212121212,75.47777777777777,,,84.06027397260274,80.3440329218107
2021-05-31,80.52160493827161,34.9,82.21034482758621,,,80.70285714285714,83.5504873294347,75.7,80.90833333333333,,,83.17267080745341,81.6988950276243
2021-06-01,81.30176470588235,68.3,79.03510638297873,,78.07333333333332,81.81025641025641,83.88506616257088,82.9923076923077,82.0,,,84.13464285714286,80.5056
2021-06-02,78.17798165137614,,79.15223880597014,,,83.64494382022471,82.72090909090909,96.80000000000001,70.76666666666667,,,85.4288990825688,80.33636363636363
2021-06-03,80.386301369863,,77.28028169014084,,,80.87864077669903,83.34646464646464,84.81875,81.16956521739131,,,85.30409356725146,82.23886010362695
2021-06-04,78.85000000000001,,81.86702127659575,78.0,81.03333333333333,82.95555555555556,83.98571428571428,79.82941176470588,53.6,,,84.69442231075696,80.797265625
2021-06-05,81.69356725146199,,83.66019417475728,,,79.87425742574257,82.47918968692449,76.42903225806452,80.85714285714286,,,82.2528846153846,81.7088803088803
2021-06-06,80.2280701754386,,79.95277777777778,,,80.97916666666667,83.69878048780488,87.4875,80.8,,,84.04405594405594,79.30215384615384
2021-06-07,77.9,,85.30833333333334,,,80.612,83.74869565217392,72.4,81.08333333333333,,,87.77446808510638,83.71733333333333
2021-06-08,80.5193396226415,74.7,81.66532258064517,,,85.59032258064516,83.87737642585552,,86.7125,,,83.45396825396826,81.3609243697479
2021-06-09,80.34140625,,81.03493975903613,,,81.54791666666667,83.63062381852552,87.91142857142857,77.05,,,84.09120521172639,81.08924050632912
2021-06-10,79.92500000000001,,81.19032258064516,,,86.816,83.43333333333332,64.3,86.50909090909092,,,83.24324324324324,85.53769230769231
2021-06-11,80.68641975308643,77.53333333333333,80.2803738317757,,83.9,77.66140350877193,83.61868131868133,84.14166666666667,77.75454545454545,,,82.70515463917525,83.60603448275862
2021-06-12,78.53548387096774,,80.51818181818182,,89.36666666666667,81.74755244755245,83.06388349514563,81.41290322580646,85.5142857142857,,,84.03801369863014,81.12122448979592
2021-06-13,80.62655367231638,,82.8277108433735,,91.54285714285716,80.49285714285715,83.19713114754097,82.32727272727273,80.72285714285715,,,83.50609318996416,80.76192660550458
2021-06-14,80.74878048780488,,81.4873417721519,,,81.64050632911393,83.30286458333333,82.87692307692308,83.72857142857143,,,83.7863436123348,80.5060975609756
