game_date,CH,CS,CU,EP,FA,FC,FF,FO,FS,FT,KC,KN,SI,SL
2019-08-29,1820.6143250688706,,2513.4192439862545,,,2411.570588235294,2300.8173076923076,,1392.0,2186.0858585858587,2452.0857142857144,,2136.6348122866893,2451.753768844221
2019-08-30,1779.123287671233,,2569.7493796526055,,,2341.8522167487686,2273.621437422553,,1526.0281690140846,2173.2475884244373,2503.091743119266,,2110.9,2427.740614334471
2019-08-31,1782.7512864493997,,2595.9303278688526,,,2300.219931271478,2280.9591078066915,,1122.8125,2162.7260579064587,2251.2083333333335,,2150.079283887468,2421.16301369863
2019-09-01,1774.4309978768576,,2654.5088607594935,,,2494.391156462585,2320.5169082125603,,1609.5492957746478,2164.8385093167703,2547.240740740741,,2193.1437632135307,2387.352380952381
2019-09-02,1820.860465116279,,2413.285714285714,,,2311.692082111437,2269.293512658228,,1432.2413793103449,2123.0585774058577,2601.723404255319,,2094.07250755287,2420.1554828150574
2019-09-03,1805.8356435643564,,2506.5454545454545,,,2328.097087378641,2311.6946472019463,,1231.175,2148.343137254902,2419.6638655462184,,2150.816326530612,2411.241046831956
2019-09-04,1730.7180156657964,,2502.093220338983,,,2379.8582677165355,2279.217120622568,,1683.8085106382978,2117.7093425605535,2508.14406779661,,2131.8205128205127,2403.407124681934
2019-09-05,1853.5889145496535,,2540.9565217391305,,,2317.6803652968038,2278.6160118606376,,1347.729411764706,2205.1884816753927,2539.983333333333,,2121.0666666666666,2509.463141025641
2019-09-06,1789.438432835821,,2604.140877598152,,,2387.988416988417,2286.4381009615386,,1303.5862068965516,2168.3882352941177,2337.942857142857,,2121.5017793594307,2391.75
2019-09-07,1788.4214123006834,,2537.572025052192,,,2391.8447204968943,2294.8376175548588,,1565.1309523809523,2155.0911602209944,2807.8979591836733,,2247.196796338673,2449.095238095238
2019-09-08,1786.703007518797,2209.0,2483.1229773462783,,,2297.5102040816328,2308.3444945267224,,1422.219512195122,2179.212837837838,2578.1441441441443,,2109.061784897025,2430.402075226978
2019-09-09,1782.65234375,,2589.496062992126,,,2400.1206896551726,2272.0447598253277,,1380.8,2136.2718894009217,2344.9528301886794,,2062.4195804195806,2453.313432835821
2019-09-10,1782.095238095238,,2511.225063938619,2518.0,,2401.923076923077,2302.15428900403,,1460.4202898550725,2199.9479452054793,2669.951923076923,,2098.4770642201834,2439.088091353997
2019-09-11,1813.109965635739,,2584.9497354497353,,,2352.753926701571,2263.767868852459,,1244.8620689655172,2141.4951219512195,2681.5714285714284,,2125.8082595870205,2410.357585139319
2019-09-12,1749.310421286031,,2526.444155844156,2650.0,,2420.887537993921,2334.4084911072864,,1386.7551020408164,2226.9193083573487,2515.2345679012346,,2148.173134328358,2469.7513997760357
2019-09-13,1789.348195329087,,2573.197080291971,,,2298.2948207171316,2299.942580164057,,1407.3,2123.1865443425077,2810.6666666666665,,2229.015625,2463.521676300578
2019-09-14,1796.0224299065421,,2533.719376391982,2134.0,,2309.6806722689075,2304.046497939965,,1276.1836734693877,2174.5542521994134,2444.1878787878786,,2077.9263803680983,2408.1632406287786
2019-09-15,1787.6032520325202,2264.5,2457.880239520958,,,2360.8367346938776,2253.0210843373493,,1511.4603174603174,2208.1005154639174,2577.8518518518517,,2071.8367346938776,2389.960960960961
2019-09-16,1850.6216216216217,,2509.104,2314.0,,2197.5915492957747,2266.352800953516,,1441.04,2142.6008583690987,2241.1388888888887,,2101.978021978022,2410.7638888888887
2019-09-17,1795.1756198347107,2314.0,2602.019230769231,,,2447.635782747604,2329.757998836533,,1340.2156862745098,2175.858173076923,2576.612612612613,,2146.3388429752067,2480.251773049645
2019-09-18,1806.5390243902439,,2608.546637744035,,,2403.906565656566,2319.894700619408,,1481.0091743119267,2262.255,2593.2448979591836,,2191.2081339712918,2448.7042253521126
2019-09-19,1824.3102189781023,,2484.410071942446,,,2341.448717948718,2298.9026717557254,,1470.55,2130.65,2569.8470588235296,,2195.3542435424356,2394.293827160494
2019-09-20,1793.120218579235,,2520.093833780161,2282.0,,2298.891089108911,2291.766009852217,,1445.1875,2153.863760217984,2461.3098591549297,,2115.4719471947196,2435.9344473007714
2019-09-21,1730.2255892255891,,2528.7268518518517,,,2342.1645569620255,2279.1556811048335,,1189.6458333333333,2165.584051724138,2471.8035714285716,,2075.5108108108107,2436.6393442622953
2019-09-22,1844.7860262008733,,2526.3846153846152,,,2444.0494505494507,2296.903937947494,,1388.0,2141.3389830508477,2560.448598130841,,2119.3582089552237,2455.3694083694086
2019-09-23,1756.1402439024391,,2546.09900990099,,,2375.3977272727275,2303.730449251248,,1032.0357142857142,2145.748148148148,2224.0,,2147.2237762237764,2357.377551020408
2019-09-24,1767.9096989966556,,2597.0877598152424,,,2388.6169354838707,2323.757770103601,,1347.3529411764705,2190.4325068870526,2577.698275862069,,2154.8148984198647,2407.6170212765956
2019-09-25,1751.6142506142505,,2527.443137254902,2223.0,,2338.8881578947367,2279.8848167539268,,1525.0142857142857,2223.601226993865,2521.948717948718,,2203.021875,2395.6422018348626
2019-09-26,1825.051886792453,2338.0,2481.846547314578,,,2406.2545454545457,2337.0447916666667,,1144.6,2230.6267281105993,2582.5833333333335,,2108.4456140350876,2460.133072407045
2019-09-27,1787.431411530815,,2558.571052631579,,,2425.0629921259842,2264.354060913706,,1326.64,2141.528455284553,2399.25,,2121.349845201238,2419.0342465753424
2019-09-28,1820.492119089317,,2584.0618101545256,,,2345.25,2316.0698795180724,,1518.6538461538462,2172.7760416666665,2348.4576271186443,,2111.190058479532,2465.076404494382
2019-09-29,1796.536231884058,,2506.8228155339807,2777.0,,2378.2582417582416,2312.863361547763,,1413.8076923076924,2136.693215339233,2612.3333333333335,,2174.4317073170732,2438.457746478873
2019-10-01,1678.111111111111,,2751.6875,,,2075.125,2386.3552631578946,,,2248.2083333333335,2250.0,,,2545.25
