,launch_angle,launch_speed,estimated_ba_using_speedangle,events
2165,-10,106.7,0.293,single
2532,8,79.6,0.367,field_out
1699,-6,69.6,0.113,field_out
1783,-21,82.9,0.073,force_out
2024,22,91.3,0.2,field_out
2651,60,75.6,0.02,field_out
2367,31,106.0,0.953,field_out
2513,-17,90.3,0.147,single
3469,-3,83.4,0.167,field_out
4192,-10,77.6,0.047,field_out
3375,-39,87.6,0.067,field_out
2506,27,83.5,0.14,field_out
2759,0,105.4,0.427,single
3234,-9,100.8,0.353,single
3880,-45,67.9,0.14,field_out
4000,-23,88.8,0.08,field_out
3399,3,108.4,0.587,grounded_into_double_play
3627,3,92.3,0.42,single
40,27,91.3,0.12,field_out
122,9,83.1,0.46,single
182,-3,108.5,0.467,single
244,20,104.0,0.693,home_run
2794,-64,54.9,0.18,field_out
3226,58,91.3,0.013,field_out
389,15,108.4,0.613,field_out
439,-11,77.4,0.067,field_out
3460,44,72.5,0.28,double_play
3791,10,108.2,0.907,single
858,-5,99.1,0.247,field_out
942,45,89.0,0.0,sac_fly
986,22,93.3,0.16,field_out
1073,19,103.7,0.553,double
257,-1,98.4,0.4,field_out
309,22,85.1,0.333,single
376,22,97.3,0.3,sac_fly
401,32,70.0,0.753,single
529,-13,90.2,0.18,double
566,2,71.1,0.127,field_out
1393,21,66.7,0.853,single
1557,23,96.4,0.28,double
1599,35,108.8,0.887,home_run
1662,69,80.0,0.0,field_out
813,-18,94.2,0.133,grounded_into_double_play
1049,12,79.5,0.493,single
1138,-19,77.0,0.013,field_error
1237,-7,86.1,0.147,force_out
1367,15,95.6,0.733,single
2112,34,101.9,0.673,field_out
2162,17,87.2,0.88,single
2460,16,109.0,0.62,double
2901,10,112.8,0.86,single
3784,4,94.5,0.467,single
1502,19,88.0,0.54,field_out
1589,-2,92.7,0.293,single
1967,6,89.1,0.447,field_out
1808,-36,90.3,0.073,field_out
2247,-17,80.2,0.067,field_out
2420,-27,85.6,0.053,force_out
3115,82,58.6,0.0,field_out
3316,11,109.7,0.9,single
2773,4,72.4,0.127,single
3029,15,85.7,0.98,single
3394,-8,99.5,0.253,single
4091,-30,55.9,0.087,field_out
4402,-28,88.7,0.08,field_out
3440,3,75.3,0.173,grounded_into_double_play
4385,13,89.9,0.927,double
3095,6,74.0,0.193,field_out
2245,39,99.6,0.2,field_out
2629,29,99.6,0.68,field_out
3841,33,99.9,0.54,field_out
3439,-17,109.0,0.213,double
4300,38,82.4,0.013,field_out
2880,46,95.3,0.007,field_out
3254,19,90.4,0.46,single
2737,46,91.4,0.0,field_out
2885,-21,53.6,0.06,field_out
3222,4,72.2,0.127,field_out
4271,26,78.9,0.313,field_out
4151,10,70.2,0.287,field_out
4251,5,93.2,0.473,field_out
3246,6,104.1,0.567,field_out
3560,-10,89.6,0.22,field_out
67,69,80.0,0.0,field_out
177,36,87.2,0.007,field_out
324,-35,33.6,0.3,sac_bunt
304,18,99.6,0.467,single
603,5,86.4,0.34,field_out
658,27,102.6,0.94,home_run
727,37,104.1,0.533,home_run
538,31,92.3,0.107,field_out
713,55,81.0,0.0,field_out
816,14,111.7,0.707,single
992,-55,70.5,0.22,single
1162,13,99.9,0.947,double
1244,-31,61.8,0.033,field_out
1385,3,80.2,0.24,field_error
1282,-41,75.9,0.027,field_out
1354,31,71.7,0.62,double
1557,12,100.4,0.92,field_out
1960,59,95.0,0.013,field_out
1795,19,94.0,0.42,field_out
1954,23,96.4,0.28,field_out
2226,-41,64.6,0.093,force_out
2488,47,79.2,0.053,field_out
3532,15,97.7,0.693,single
2380,11,109.4,0.893,single
2468,-19,75.0,0.02,force_out
4123,-8,94.3,0.207,field_out
3311,12,96.4,0.88,double
3662,-27,58.2,0.133,field_out
3518,6,94.3,0.54,single
3675,13,73.6,0.427,field_out
4144,-21,82.6,0.073,field_out
4327,53,91.9,0.0,field_out
102,5,90.9,0.473,single
135,12,77.7,0.453,field_error
4428,-35,64.0,0.053,field_out
3039,-18,102.8,0.26,single
3340,26,107.6,1.0,home_run
3427,3,102.2,0.527,single
3744,-34,85.0,0.033,field_out
3912,1,80.4,0.253,field_out
142,39,95.6,0.107,field_out
192,37,84.5,0.033,field_out
259,69,80.0,0.0,field_out
2,-21,82.9,0.073,field_out
25,12,85.0,0.707,single
56,30,102.2,0.82,home_run
169,-23,88.2,0.08,field_error
359,27,103.5,0.933,field_out
535,22,73.5,0.967,single
649,23,83.0,0.353,field_out
404,2,99.0,0.567,field_out
524,13,103.3,0.867,double
578,25,80.1,0.267,field_out
740,-20,97.4,0.127,field_out
1216,15,86.7,0.94,single
1292,23,95.3,0.247,field_out
1189,19,92.2,0.413,field_out
1345,7,110.8,0.733,single
1521,2,74.7,0.187,field_out
1614,8,70.9,0.273,field_out
1445,-2,87.8,0.273,field_out
1663,45,86.6,0.0,field_out
1828,20,55.2,0.193,force_out
1870,-3,101.6,0.347,single
2164,17,101.2,0.433,field_out
2247,-1,106.0,0.413,single
2059,44,90.4,0.0,field_out
2407,59,73.1,0.033,field_out
2571,12,76.4,0.427,single
2965,-6,76.9,0.087,field_out
2985,-7,101.2,0.273,single
3746,34,88.0,0.053,field_out
3453,-21,82.9,0.073,field_out
1143,-2,89.8,0.287,field_out
1241,-22,90.0,0.14,field_out
3486,18,68.2,0.613,field_out
4317,55,70.1,0.087,field_out
4496,-7,72.6,0.08,single
1709,26,79.9,0.193,field_out
2008,-2,97.6,0.367,single
1982,-27,99.9,0.16,field_out
2338,40,83.1,0.007,field_out
2609,69,80.0,0.0,field_out
2133,36,102.3,0.493,field_out
2765,14,78.2,0.647,single
3017,46,93.7,0.007,field_out
3359,28,103.9,0.967,home_run
3995,14,108.1,0.7,single
3865,23,77.9,0.767,single
4422,69,80.0,0.0,field_out
144,21,112.0,1.0,double
164,2,95.0,0.433,field_out
224,29,102.4,0.813,home_run
251,21,97.5,0.293,field_out
298,-63,66.4,0.3,single
422,-44,64.1,0.127,single
424,15,104.2,0.693,double
668,29,92.2,0.14,double
202,-6,107.0,0.373,field_out
426,-24,90.1,0.147,field_out
459,22,104.7,0.92,double
757,17,96.4,0.48,field_out
819,19,87.5,0.54,single
1050,24,83.7,0.213,field_out
490,-3,86.7,0.227,field_out
584,2,81.3,0.253,single
883,-3,98.1,0.34,single
1063,-10,98.4,0.207,single
1482,39,92.4,0.013,field_out
1293,38,95.4,0.113,sac_fly
1508,-7,95.1,0.253,single
1649,-11,94.1,0.233,fielders_choice
1858,23,100.5,0.68,home_run
1505,-7,99.1,0.24,force_out
2054,69,80.0,0.0,field_out
1953,24,32.1,0.26,double_play
2143,14,90.8,0.953,single
2874,1,101.5,0.44,single
2160,56,94.1,0.0,field_out
2324,17,90.8,0.727,field_out
2738,10,76.9,0.247,field_out
3928,27,90.9,0.12,home_run
3334,-16,71.4,0.073,grounded_into_double_play
4447,12,80.2,0.473,single
1888,7,108.6,0.68,field_out
2000,21,93.9,0.18,field_out
2907,-34,59.9,0.053,field_out
3525,53,93.5,0.0,field_out
3640,31,97.5,0.427,field_out
2192,66,77.6,0.0,field_out
2286,29,65.8,0.913,single
3015,-1,111.2,0.533,single
3680,34,104.6,0.733,home_run
3777,-6,71.9,0.1,field_out
2321,13,99.2,0.893,single
2628,21,96.6,0.293,double
2999,20,84.2,0.693,double_play
3566,42,94.8,0.067,field_out
63,-2,104.2,0.507,grounded_into_double_play
128,20,94.4,0.227,single
145,31,88.6,0.067,field_out
3018,64,72.4,0.007,field_out
4231,35,78.4,0.08,sac_fly
439,66,75.2,0.0,field_out
253,3,92.2,0.42,field_out
373,-21,82.9,0.073,field_out
716,32,87.7,0.027,field_out
808,-10,69.6,0.093,field_out
861,32,63.9,0.847,field_out
583,-12,106.1,0.293,grounded_into_double_play
1017,-19,70.0,0.053,field_out
928,42,90.5,0.013,field_out
1384,0,105.3,0.427,field_out
1213,-18,107.5,0.213,field_out
1410,-36,73.6,0.033,field_out
1568,-21,82.9,0.073,field_out
1490,27,94.8,0.26,field_out
1685,18,92.2,0.54,field_out
1727,36,103.6,0.573,home_run
1625,-1,96.6,0.367,field_out
1742,-34,72.0,0.053,field_out
2043,9,95.5,0.587,field_out
2392,14,104.5,0.713,double
2048,4,97.5,0.527,field_out
2412,-6,79.6,0.127,force_out
2861,10,107.0,0.913,single
3002,27,101.9,0.9,field_out
3477,6,80.5,0.32,single
3008,20,102.6,0.633,field_out
4183,-23,87.9,0.08,field_out
1862,0,44.1,0.167,field_out
2699,-2,103.3,0.387,grounded_into_double_play
4318,-4,64.5,0.067,field_out
2938,4,87.8,0.387,field_out
4163,7,77.3,0.293,fielders_choice_out
2119,16,102.1,0.567,double
3922,0,97.1,0.44,field_out
4357,65,59.8,0.007,field_out
4557,69,80.0,0.0,field_out
4395,14,76.7,0.673,field_out
3349,10,93.7,0.713,double
3458,-24,97.2,0.127,field_out
2959,12,93.8,0.913,single
3240,29,89.3,0.093,field_out
3430,14,107.6,0.7,double
467,13,67.3,0.387,field_out
613,-26,77.2,0.067,fielders_choice_out
659,-8,78.7,0.12,field_out
770,64,90.4,0.02,double
162,18,101.1,0.46,double
541,26,93.5,0.22,field_out
1006,54,96.1,0.013,field_out
1054,33,100.3,0.54,home_run
1137,22,93.4,0.16,double
1382,-9,87.2,0.127,field_error
665,8,95.6,0.58,field_out
1088,2,97.7,0.573,field_out
1609,16,95.4,0.707,single
1658,42,94.9,0.067,field_out
1755,13,71.0,0.36,field_out
1526,24,80.5,0.34,field_out
1917,-16,82.2,0.073,field_out
2097,0,98.9,0.493,single
2513,56,79.0,0.04,field_out
2690,48,95.7,0.0,field_out
1541,-4,71.3,0.093,field_out
2073,21,106.5,0.907,home_run
2299,69,80.0,0.0,field_out
2355,38,99.4,0.2,field_out
2563,31,106.6,0.947,home_run
2994,53,89.4,0.02,field_out
3112,23,88.5,0.227,field_out
4461,22,95.4,0.287,double
2663,-21,82.9,0.073,field_out
2745,45,93.6,0.013,field_out
1776,-8,100.6,0.373,field_out
1997,20,90.5,0.4,field_out
2276,17,104.8,0.567,single
3227,1,83.4,0.26,double
3793,69,80.0,0.0,field_out
4005,-28,77.1,0.053,field_out
4560,32,105.6,0.92,field_out
2086,39,103.3,0.413,field_out
3403,41,90.0,0.007,field_out
4542,34,97.8,0.26,home_run
2957,45,85.7,0.007,field_out
3543,15,98.7,0.753,single
3983,80,82.0,0.0,field_out
3338,-29,74.5,0.047,grounded_into_double_play
4010,0,98.0,0.46,single
4332,-14,78.0,0.067,force_out
4635,1,98.5,0.473,single
3099,-7,88.7,0.2,single
3335,0,97.0,0.44,field_out
4551,40,97.4,0.093,field_out
3043,59,79.7,0.047,field_out
2592,-10,108.7,0.353,field_out
3774,-79,71.8,0.3,field_out
4223,-24,81.4,0.047,field_error
2960,-41,70.8,0.1,field_out
3735,-14,85.5,0.047,field_out
159,9,96.8,0.593,grounded_into_double_play
495,33,101.4,0.587,field_out
2213,-49,57.9,0.173,field_out
2839,-31,61.7,0.033,field_out
3102,21,99.5,0.507,field_out
3842,24,78.8,0.507,double
794,30,104.5,0.9,home_run
905,6,109.9,0.72,single
551,20,99.9,0.42,field_out
801,24,61.5,0.533,field_out
845,14,99.8,0.84,single
894,18,100.6,0.46,double
1168,13,104.0,0.847,single
1097,69,80.0,0.0,field_out
1420,-36,38.2,0.307,sac_bunt
1497,25,78.1,0.527,field_out
1636,9,97.7,0.687,single
1220,3,71.7,0.107,field_out
1383,2,99.8,0.54,single
1488,-2,29.8,0.307,force_out
1682,21,84.1,0.547,single
2538,47,96.1,0.007,field_out
1874,-2,93.2,0.293,field_out
2052,2,104.4,0.453,single
2968,-46,88.7,0.06,field_out
4253,-2,101.8,0.4,single
2809,58,72.9,0.04,field_out
3580,7,78.3,0.3,double
4209,6,100.2,0.62,field_out
3132,-9,68.0,0.053,field_out
3284,44,103.4,0.147,double
2262,1,86.3,0.293,single
2643,-6,93.7,0.267,single
3075,0,98.3,0.46,single
2031,-21,89.0,0.093,field_out
2173,26,98.8,0.607,home_run
2876,10,97.7,0.827,single
3666,34,82.1,0.033,field_out
4013,47,85.4,0.007,field_out
2873,33,87.0,0.02,field_out
3446,6,69.2,0.187,single
3797,18,80.0,0.967,single
4307,0,104.4,0.453,grounded_into_double_play
4482,29,65.8,0.913,single
3541,27,106.6,0.987,home_run
4325,-18,91.0,0.193,single
619,-32,71.9,0.08,force_out
244,47,88.5,0.0,field_out
506,40,85.6,0.007,field_out
555,13,97.1,0.9,single
666,12,60.1,0.147,field_out
1064,-7,93.5,0.233,field_out
1235,3,94.4,0.473,field_out
1421,41,85.3,0.007,field_out
831,8,75.3,0.24,field_out
902,-21,82.9,0.073,field_out
982,67,56.7,0.007,field_out
1441,18,99.0,0.38,field_out
1509,-25,90.3,0.087,field_out
1631,17,94.1,0.533,field_out
1187,57,69.1,0.04,field_out
1255,-1,100.3,0.38,field_out
1781,-54,55.2,0.193,field_out
1823,22,78.4,0.86,double
2215,31,82.1,0.06,field_out
2263,7,90.1,0.54,single
1430,23,98.4,0.493,field_out
1634,22,85.8,0.32,single
1854,-20,62.8,0.067,grounded_into_double_play
2710,16,102.9,0.573,field_out
3118,-45,72.2,0.1,field_out
2132,-17,95.6,0.187,grounded_into_double_play
2237,14,95.2,0.86,single
3203,37,84.0,0.033,field_out
3855,-26,94.8,0.1,field_out
4309,5,66.5,0.173,field_out
4067,33,91.1,0.06,field_out
4569,17,99.8,0.5,field_out
2793,24,81.3,0.34,field_out
3057,42,85.3,0.013,field_out
2389,48,84.3,0.027,field_out
2692,37,64.9,0.62,single
3820,76,83.8,0.0,field_out
2308,20,100.3,0.42,double
3001,2,93.3,0.3,grounded_into_double_play
2822,30,90.3,0.093,field_out
3481,34,99.8,0.46,home_run
3871,-17,90.3,0.147,single
4237,7,100.1,0.6,single
4487,24,96.9,0.473,double
3273,17,69.5,0.613,single
3619,18,81.7,0.913,single
3750,15,91.1,0.94,single
2332,25,80.4,0.267,field_out
3857,-15,64.2,0.06,field_out
4581,39,97.2,0.147,field_out
4502,7,109.8,0.713,single
2910,-6,98.8,0.287,single
3496,23,80.8,0.553,single
4315,17,106.7,0.673,double
2580,26,94.1,0.22,field_out
2661,-27,81.2,0.033,force_out
3896,7,96.5,0.593,single
3288,41,82.0,0.013,field_out
3526,-26,93.1,0.093,force_out
3965,9,108.0,0.827,single
4100,23,89.0,0.173,field_out
107,12,90.1,0.833,single
151,19,97.7,0.407,double
245,6,107.6,0.66,field_out
289,32,78.2,0.04,field_out
115,10,100.5,0.727,single
140,48,86.1,0.0,field_out
261,48,96.9,0.0,field_out
473,30,96.3,0.353,home_run
525,38,88.7,0.027,field_out
672,-4,82.0,0.167,field_out
485,69,80.0,0.0,field_out
777,45,96.6,0.027,field_out
1089,-4,109.8,0.427,field_out
1224,-10,101.1,0.267,field_out
1121,13,113.2,0.78,double
1175,36,79.0,0.033,field_out
1378,10,99.0,0.827,single
1347,51,81.3,0.033,field_out
1606,16,100.5,0.54,field_out
2007,47,95.0,0.007,field_out
2559,-23,100.8,0.247,field_out
3141,31,102.8,0.8,home_run
2023,-15,75.9,0.047,field_error
2172,17,88.2,0.833,single
2470,28,93.8,0.247,field_out
2781,58,67.0,0.02,field_out
3241,-44,62.7,0.127,field_out
3510,26,101.0,0.793,field_out
4171,4,104.7,0.593,field_out
3041,18,97.5,0.367,field_out
3562,53,87.5,0.013,field_out
3376,-3,94.3,0.34,single
3736,54,82.4,0.02,field_out
3504,48,83.2,0.013,field_out
4066,26,99.0,0.607,double
4459,18,96.3,0.427,field_out
4138,32,110.5,0.98,home_run
2858,-21,82.9,0.073,field_out
3003,-3,91.7,0.293,single
3942,32,96.2,0.24,field_out
4452,-11,73.4,0.1,field_out
2396,38,98.7,0.2,field_out
2489,19,79.8,0.927,single
2496,0,80.7,0.2,single
2997,8,102.2,0.707,single
4227,-8,101.6,0.393,field_out
2305,-2,91.4,0.307,field_out
2617,-26,73.0,0.06,fielders_choice_out
2878,18,103.1,0.513,double
4369,-9,76.3,0.047,field_out
4584,37,92.3,0.073,field_out
3060,49,74.1,0.14,field_out
3088,51,72.8,0.133,field_out
4591,8,99.6,0.64,single
0,28,80.1,0.133,field_out
16,4,74.4,0.173,field_out
22,22,74.6,0.967,single
59,6,88.9,0.447,double
136,64,85.8,0.013,field_out
139,20,112.0,0.967,home_run
186,14,77.5,0.673,single
340,5,95.0,0.56,single
414,-25,90.3,0.087,field_out
428,17,97.8,0.52,double
487,46,97.0,0.02,field_out
203,-23,63.7,0.033,field_out
342,55,91.6,0.0,field_out
407,31,97.2,0.427,field_out
741,-7,80.7,0.173,field_out
1119,8,90.1,0.573,field_out
474,39,89.2,0.013,field_out
557,11,76.6,0.347,field_error
800,23,83.8,0.313,field_out
947,9,102.0,0.72,single
1238,27,95.0,0.26,field_out
1351,-10,72.1,0.1,force_out
1467,-45,76.6,0.053,single
1712,15,98.8,0.753,double
955,35,96.9,0.22,field_out
1256,23,102.4,0.78,home_run
1366,41,95.5,0.027,field_out
1432,32,100.6,0.647,home_run
1483,-29,81.8,0.047,field_out
1793,-30,86.3,0.067,field_out
2061,-48,88.8,0.107,field_out
2404,-8,96.0,0.213,single
1693,-35,77.9,0.053,field_out
1772,15,104.1,0.693,double
3522,-15,93.7,0.22,field_out
4228,-34,83.8,0.027,field_out
2452,-20,65.8,0.047,field_out
2884,-2,49.2,0.107,fielders_choice
2954,-1,72.7,0.1,single
3390,-2,94.7,0.36,single
3332,34,79.1,0.06,field_out
4234,-15,97.1,0.187,field_out
3602,58,86.9,0.033,field_out
4121,-21,82.9,0.073,field_out
2399,-3,85.9,0.2,force_out
2806,25,63.0,0.76,single
2517,19,82.9,0.867,field_out
3177,-12,65.6,0.08,field_out
4046,9,102.9,0.733,field_out
4478,32,94.3,0.18,field_out
3679,20,80.1,0.88,single
3955,48,86.8,0.0,field_out
4660,4,102.4,0.547,field_out
573,21,99.1,0.393,single
725,28,96.2,0.327,field_out
923,-14,90.4,0.127,field_out
371,28,84.1,0.04,field_out
438,45,82.3,0.0,field_out
951,42,76.4,0.107,double_play
1308,46,82.1,0.013,field_out
1386,24,108.5,1.0,home_run
887,55,73.8,0.087,field_out
1049,5,104.5,0.627,single
1431,31,96.5,0.327,home_run
1622,-2,90.1,0.287,single
1597,-9,96.6,0.287,field_out
1619,17,96.8,0.493,field_out
1716,-18,67.7,0.027,field_out
1886,17,76.9,0.94,single
2393,-24,77.7,0.08,field_out
1798,50,58.9,0.1,field_out
2022,25,90.9,0.167,field_out
2207,21,101.5,0.54,field_out
3091,69,80.0,0.0,field_out
3993,2,100.2,0.54,single
2486,-39,74.7,0.027,field_out
2970,55,87.6,0.013,field_out
2730,-15,96.7,0.187,field_out
2934,47,93.4,0.0,field_out
3428,29,85.5,0.02,field_out
4641,-17,82.7,0.053,field_out
2808,7,64.7,0.22,field_out
4081,11,83.1,0.493,grounded_into_double_play
1433,27,85.3,0.073,field_out
1807,1,90.9,0.34,single
2039,-42,72.2,0.093,field_out
2494,-7,67.4,0.06,field_out
3210,11,84.4,0.447,single
3643,-48,72.6,0.127,field_out
2295,7,89.3,0.533,single
2740,-32,67.8,0.06,field_out
4236,53,87.1,0.02,field_out
3037,45,75.9,0.087,single
3715,-20,60.5,0.06,field_out
172,25,100.1,0.693,double
256,23,85.0,0.247,field_out
412,69,80.0,0.0,force_out
54,24,98.2,0.5,field_out
122,10,98.5,0.827,single
351,16,78.0,0.887,single
502,30,105.2,0.927,home_run
677,-26,65.4,0.047,field_out
930,43,84.7,0.0,field_out
999,39,86.3,0.0,field_out
984,19,95.5,0.413,field_out
1147,11,99.1,0.913,single
1310,0,84.7,0.227,field_out
1388,4,78.8,0.233,double
1120,-43,57.9,0.127,field_out
1199,-36,84.4,0.04,field_out
1312,2,91.0,0.42,field_out
1348,22,97.6,0.4,home_run
1484,23,90.0,0.133,double
1706,-10,77.8,0.047,field_out
1877,29,72.4,0.72,field_out
1730,19,104.9,0.68,field_out
1750,2,103.1,0.547,field_out
1925,39,89.2,0.013,field_out
1949,7,100.0,0.6,field_out
2217,-24,71.2,0.047,field_out
2253,16,97.8,0.593,double
2473,-1,105.5,0.413,force_out
3165,20,101.0,0.533,home_run
3625,15,102.6,0.673,triple
4368,34,93.0,0.113,field_out
3445,-12,99.9,0.273,field_out
4449,10,76.5,0.247,field_out
2976,-19,66.9,0.033,force_out
3152,69,80.0,0.0,field_out
4491,15,102.0,0.673,single
4167,-3,93.0,0.353,field_out
4435,-15,77.1,0.04,field_out
3529,39,80.0,0.007,field_out
3986,-13,94.0,0.213,field_out
3789,30,84.9,0.04,field_out
4589,21,82.3,0.64,field_out
3287,15,103.0,0.673,field_out
4132,-31,96.1,0.127,force_out
4397,-2,100.6,0.373,force_out
3209,8,73.6,0.273,single
2937,64,76.2,0.007,field_out
5,-6,74.4,0.073,field_out
18,30,95.1,0.333,double
50,-9,99.1,0.253,field_out
3026,-21,82.9,0.073,field_out
3911,-9,96.6,0.287,single
27,43,90.4,0.013,field_out
335,-21,82.9,0.073,field_out
484,56,84.7,0.013,field_out
521,3,60.1,0.093,field_error
166,-6,104.5,0.313,field_out
225,47,81.4,0.02,field_out
294,24,91.5,0.227,field_out
810,28,99.5,0.613,double
561,4,102.5,0.533,single
593,30,101.2,0.667,home_run
797,10,27.8,0.287,single
1108,17,77.9,0.967,double
1633,-4,51.6,0.1,single
1774,-21,82.9,0.073,field_out
1246,30,77.4,0.133,field_out
1403,17,102.8,0.473,field_out
1820,42,89.1,0.013,field_out
2264,7,97.8,0.613,force_out
2282,13,76.1,0.58,single
2950,-5,99.3,0.247,field_out
2150,45,80.8,0.013,field_out
2855,-44,57.8,0.14,single
4261,47,90.2,0.007,field_out
4399,6,102.4,0.587,single
4458,48,98.7,0.0,field_out
4615,60,82.1,0.013,field_out
2850,23,99.9,0.56,double
3621,55,90.3,0.007,field_out
1933,-17,93.0,0.113,force_out
2191,63,80.5,0.0,field_out
3045,13,97.5,0.9,double
3160,-5,90.6,0.227,field_out
3818,-18,90.7,0.193,field_out
3107,-21,82.9,0.073,field_out
4221,7,74.3,0.22,field_out
4311,6,73.4,0.22,field_out
3579,-15,105.8,0.22,field_out
4041,4,100.8,0.56,field_out
2507,18,86.6,0.787,force_out
2726,28,60.1,0.573,single
3646,69,57.8,0.007,field_out
167,22,93.2,0.16,double
386,12,103.4,0.893,single
457,21,93.7,0.18,field_out
2814,-2,70.9,0.1,field_out
3574,72,83.4,0.0,field_out
4310,8,89.5,0.573,field_out
1212,30,80.0,0.093,double
368,-21,82.9,0.073,field_out
534,7,105.2,0.613,single
824,39,81.7,0.0,field_out
1443,52,78.2,0.067,field_out
1678,-1,91.9,0.32,single
2025,27,86.7,0.087,field_out
2167,10,105.5,0.853,single
842,-5,90.8,0.227,field_out
936,-1,95.2,0.38,single
1195,2,95.1,0.433,single
1358,-21,82.9,0.073,force_out
1585,-19,60.3,0.04,single
1644,-2,113.5,0.573,single
2289,5,85.9,0.34,grounded_into_double_play
2555,-18,79.9,0.053,single
2911,-21,82.9,0.073,field_out
1915,-17,74.7,0.033,field_out
1936,-21,82.9,0.073,field_out
2225,-5,82.1,0.18,field_error
3612,-11,86.4,0.113,field_out
4206,-21,82.9,0.073,grounded_into_double_play
4263,-12,98.2,0.307,field_error
2369,44,87.5,0.007,field_out
3882,35,92.0,0.06,sac_fly
4210,-16,34.1,0.32,single
4375,-7,74.1,0.08,single
3597,-19,97.9,0.127,field_out
4141,15,106.7,0.6,field_out
2618,1,91.8,0.333,field_out
2864,32,80.3,0.08,field_out
3502,69,80.0,0.0,field_out
4299,29,65.3,0.9,single
2354,-62,73.7,0.267,field_out
2660,6,101.4,0.6,double
3193,41,79.3,0.033,field_out
4007,-37,83.2,0.053,field_out
4460,-1,73.0,0.1,field_out
29,-18,67.5,0.02,field_out
363,11,85.0,0.533,field_out
509,54,85.2,0.007,field_out
366,23,68.2,0.96,single
465,40,92.7,0.013,field_out
497,40,90.3,0.02,field_out
706,2,72.6,0.173,single
618,31,89.8,0.08,field_out
723,21,59.7,0.393,field_out
839,26,104.3,0.913,home_run
1138,42,73.2,0.267,field_out
944,20,87.0,0.44,field_out
1035,23,109.6,0.993,home_run
1051,22,101.7,0.72,home_run
1280,30,84.4,0.053,field_out
1318,35,85.6,0.0,field_out
1401,49,92.4,0.02,field_error
1524,26,84.5,0.127,field_out
1402,-10,103.2,0.293,field_out
1470,23,104.9,0.94,home_run
1733,0,92.8,0.293,single
2442,17,86.5,0.933,single
1695,23,96.1,0.28,field_out
1853,30,88.6,0.073,field_out
1943,11,103.6,0.887,single
2153,69,80.0,0.0,field_out
2676,51,91.2,0.013,field_out
2879,-1,90.9,0.247,field_out
3175,-51,75.7,0.113,field_out
2242,55,62.6,0.033,field_out
2768,50,91.9,0.02,field_out
3926,-11,102.2,0.287,grounded_into_double_play
2958,-22,101.3,0.233,field_out
3725,0,108.3,0.467,single
3387,41,90.8,0.013,field_out
3557,28,96.7,0.42,double
3826,-16,90.9,0.147,field_out
2540,6,63.2,0.147,field_out
2852,-8,97.2,0.213,grounded_into_double_play
3103,22,76.7,0.92,single
2124,-5,100.1,0.287,force_out
2251,-76,48.9,0.16,force_out
3965,-17,90.3,0.147,single
3382,69,80.0,0.0,field_out
1885,79,90.1,0.0,field_out
2152,-15,97.9,0.233,field_out
2609,58,80.7,0.04,field_out
3055,28,63.9,0.873,single
4059,43,91.5,0.013,field_out
4091,40,97.4,0.093,field_out
123,47,84.3,0.013,field_out
3456,15,83.1,0.967,single
3820,-3,107.2,0.46,single
59,11,94.5,0.887,single
90,22,90.0,0.16,field_out
211,32,107.1,0.947,home_run
323,0,92.9,0.293,field_out
438,55,83.4,0.02,field_out
531,32,99.7,0.66,field_out
394,12,97.6,0.947,double
682,43,74.3,0.173,field_out
854,39,95.8,0.107,field_out
937,34,88.2,0.053,field_out
1245,59,59.3,0.007,field_out
704,26,85.7,0.12,field_out
722,32,102.9,0.773,home_run
745,51,92.9,0.013,field_out
1344,-37,73.3,0.033,field_out
1411,34,88.1,0.053,field_out
1033,3,105.0,0.56,field_out
1375,8,74.0,0.273,single
1418,28,89.6,0.093,field_out
1643,7,84.3,0.413,force_out
2549,44,90.8,0.007,field_out
1672,-42,82.1,0.047,field_out
2153,-5,91.8,0.28,single
2212,22,91.3,0.2,double
2759,-12,98.7,0.307,force_out
4130,13,98.4,0.893,single
3250,45,99.5,0.02,field_out
3463,60,71.6,0.04,field_out
2530,-8,96.3,0.213,field_out
3952,27,67.9,0.953,single
4161,23,94.4,0.207,field_out
1848,13,89.8,0.927,single
2044,31,104.1,0.88,home_run
2510,30,106.2,0.927,home_run
2533,-11,101.8,0.287,single
3077,21,86.5,0.433,double
3146,-27,65.4,0.067,field_out
3723,6,63.7,0.187,field_out
2859,-9,105.9,0.327,grounded_into_double_play
1622,14,102.4,0.813,field_out
1685,-46,47.9,0.22,field_out
1971,16,95.2,0.707,field_out
1932,33,79.6,0.073,field_out
2592,38,82.3,0.013,field_out
2346,40,101.1,0.207,home_run
2383,-3,103.6,0.353,single
3080,0,95.6,0.38,field_out
3361,-25,98.6,0.193,double
3252,-8,100.6,0.373,grounded_into_double_play
3903,14,90.6,0.953,single
3967,-2,99.9,0.407,field_out
4026,13,84.4,0.82,single
938,21,103.6,0.793,double
1216,5,81.6,0.333,field_error
1527,12,113.2,0.84,single
1756,1,80.0,0.253,single
2413,69,80.0,0.0,field_out
3598,-21,79.5,0.047,field_out
2914,-13,85.2,0.08,field_out
3397,15,104.5,0.693,single
2039,23,71.7,0.947,single
2335,10,96.1,0.767,single
2963,19,85.9,0.7,double
3378,25,76.1,0.693,field_out
3966,43,86.4,0.013,field_out
4340,-12,67.2,0.087,grounded_into_double_play
4301,19,79.7,0.927,single
