,launch_angle,launch_speed,estimated_ba_using_speedangle,events
354,-12,94.0,0.187,field_out
434,17,75.8,0.92,single
578,13,92.7,0.947,double
681,-4,66.2,0.093,field_out
1448,0,94.9,0.367,field_out
803,9,107.4,0.773,single
886,-3,99.1,0.36,field_out
1040,7,83.0,0.393,field_out
2046,59,86.3,0.027,field_out
1090,30,84.6,0.04,field_out
1228,8,83.9,0.407,field_out
2341,0,71.6,0.133,grounded_into_double_play
2401,17,87.6,0.833,single
1396,-2,93.0,0.293,force_out
2093,22,94.9,0.287,field_out
2399,-7,89.1,0.2,field_out
3038,19,60.2,0.387,field_out
3934,9,91.9,0.627,field_out
4247,-10,80.0,0.093,double
2698,43,92.0,0.013,field_out
3092,-10,99.0,0.3,field_out
3520,-3,97.3,0.36,field_out
3107,-14,96.9,0.227,field_out
4374,63,91.5,0.027,field_out
2516,3,103.9,0.533,field_out
3995,-23,99.5,0.22,field_out
737,37,96.7,0.173,field_out
3350,48,85.8,0.0,field_out
804,-47,58.5,0.133,field_out
836,15,84.0,0.953,single
922,9,108.5,0.793,field_out
1074,-19,95.1,0.173,field_out
56,36,99.9,0.287,field_out
72,69,80.0,0.0,field_out
108,24,89.3,0.147,field_out
1203,-27,92.6,0.087,grounded_into_double_play
1382,5,106.8,0.667,single
169,14,100.2,0.84,field_out
225,64,89.8,0.02,field_out
259,23,96.1,0.28,double
1453,8,104.9,0.667,field_out
1740,21,84.1,0.547,single
300,38,76.5,0.033,field_out
342,34,92.0,0.093,field_out
562,28,103.0,0.9,home_run
2116,-3,98.7,0.36,field_out
2515,4,90.6,0.48,field_out
2859,27,96.1,0.26,double
3041,-2,100.4,0.407,single
3741,-1,101.9,0.42,single
4210,29,86.7,0.047,field_out
788,69,80.0,0.0,field_out
854,10,86.0,0.527,field_out
1375,63,74.8,0.013,field_out
1439,-7,90.5,0.307,field_out
1718,45,79.1,0.067,field_out
1378,-47,53.1,0.187,field_out
1998,-20,100.4,0.207,field_out
1908,-3,89.7,0.267,field_out
2750,40,91.1,0.013,field_out
3003,-55,70.5,0.22,field_out
3183,37,89.4,0.013,field_out
3985,21,96.6,0.293,double
2068,-11,89.8,0.16,field_out
2616,10,79.4,0.413,single
3913,19,82.6,0.867,single
2314,-3,81.2,0.14,field_error
2989,-21,82.9,0.073,field_out
3854,12,67.2,0.26,field_out
3510,21,86.6,0.347,field_out
4149,4,94.4,0.44,single
2739,52,92.3,0.007,field_out
2070,89,55.1,0.0,field_out
2343,26,98.1,0.473,field_out
2371,11,88.8,0.727,single
2993,19,77.9,0.973,single
4102,-19,94.4,0.153,force_out
3273,16,106.5,0.593,double
1666,28,101.7,0.847,home_run
3594,27,70.5,0.86,single
4169,42,76.0,0.107,field_out
2067,32,84.8,0.027,sac_fly
2337,-51,75.0,0.127,field_out
2370,13,77.8,0.567,single
2803,14,89.1,0.973,single
3081,-3,90.0,0.267,force_out
3195,17,75.3,0.907,single
3287,-2,89.6,0.287,field_out
3492,34,106.2,0.773,home_run
3986,31,61.4,0.653,single
4093,11,105.7,0.92,double
4254,-26,89.6,0.067,force_out
4329,3,98.0,0.527,single
235,34,84.8,0.013,field_out
288,13,94.6,0.92,single
367,13,96.0,0.947,single
543,-6,96.6,0.307,force_out
638,-49,43.1,0.227,force_out
669,15,100.6,0.64,single
247,3,79.6,0.24,force_out
268,16,93.2,0.747,single
298,-2,88.6,0.293,single
867,27,98.8,0.553,home_run
1114,53,97.7,0.033,field_out
461,1,105.9,0.46,field_out
594,24,95.3,0.26,field_out
743,12,109.1,0.827,double
1147,20,98.1,0.387,field_out
1404,32,95.6,0.24,sac_fly
1466,19,66.9,0.72,single
1963,67,80.8,0.0,field_out
2614,-12,88.7,0.127,fielders_choice_out
2686,27,99.4,0.553,double
1486,-10,103.7,0.307,field_out
2028,9,103.7,0.753,single
2324,27,97.4,0.44,home_run
2781,24,101.6,0.833,home_run
4437,5,88.1,0.353,field_out
3002,16,101.9,0.567,field_out
4091,28,93.4,0.2,field_out
2048,-24,86.1,0.067,field_out
3577,21,99.6,0.507,field_out
2779,6,95.7,0.567,double
3269,30,78.4,0.12,field_out
4290,17,97.7,0.52,field_out
4035,-12,93.6,0.187,field_out
3671,31,71.5,0.767,field_out
4054,20,92.3,0.333,field_out
3274,44,88.1,0.0,field_out
4097,-12,100.5,0.273,single
3824,27,88.0,0.073,field_out
4008,7,104.4,0.58,field_out
4399,-2,72.9,0.113,field_out
2643,3,100.1,0.567,field_out
3209,21,100.8,0.54,field_out
3294,69,80.0,0.0,field_out
1136,44,64.7,0.347,field_out
1159,15,94.4,0.793,single
4132,40,84.0,0.007,field_out
491,34,101.1,0.573,home_run
522,-10,103.5,0.307,field_error
619,2,103.4,0.547,single
1746,3,94.4,0.473,field_out
889,15,77.0,0.707,field_out
951,25,108.2,0.987,home_run
1183,-7,89.4,0.2,field_out
1194,-21,82.9,0.073,field_out
2095,6,94.1,0.54,field_out
2404,-39,47.5,0.213,field_out
1275,8,83.1,0.413,field_out
1397,55,92.2,0.0,field_out
3017,24,81.5,0.26,field_out
4067,36,97.3,0.227,field_out
1902,10,95.1,0.673,field_out
2165,51,72.6,0.133,field_out
2496,-21,82.9,0.073,field_out
1685,5,100.5,0.587,force_out
1928,-26,46.9,0.2,single
1968,13,73.4,0.387,field_out
2688,16,81.6,0.96,single
3377,5,78.4,0.247,single
4330,-18,92.5,0.187,field_out
2746,-9,93.0,0.2,single
3261,0,86.1,0.22,field_out
3904,-21,82.9,0.073,field_out
168,-19,71.0,0.033,field_out
1616,-18,103.7,0.287,field_out
1734,10,102.8,0.82,single
1847,7,100.1,0.6,single
2142,3,99.2,0.527,single
2663,-41,65.1,0.093,force_out
2774,3,91.7,0.42,single
3631,25,101.1,0.713,double
4187,32,94.5,0.267,field_out
351,5,104.9,0.627,field_out
817,50,63.5,0.133,field_out
829,25,89.8,0.147,double
880,-16,64.5,0.06,single
920,21,77.1,0.967,double
1044,8,58.6,0.14,field_out
505,-16,92.8,0.14,field_out
1398,10,95.7,0.767,field_out
1498,29,89.4,0.093,double
1907,23,65.8,0.873,single
906,39,89.2,0.013,field_out
2656,-6,89.4,0.273,force_out
3172,8,109.0,0.687,single
1403,-11,85.1,0.1,field_out
1438,27,95.2,0.26,home_run
1499,-31,87.1,0.107,field_out
1896,4,106.9,0.613,double
2159,-2,105.4,0.48,single
2588,39,89.2,0.013,field_out
3012,33,101.1,0.587,home_run
3711,69,80.0,0.0,field_out
622,17,81.8,0.947,double
1045,18,107.7,0.78,double
1079,19,96.5,0.387,double
1209,17,103.4,0.473,double
1357,12,104.1,0.873,double
1400,37,96.0,0.127,field_out
1441,26,107.5,1.0,home_run
1481,-4,95.6,0.26,field_error
1752,18,105.2,0.593,double
2081,-14,77.1,0.067,field_out
2304,3,92.3,0.42,field_out
3057,8,64.6,0.213,field_out
2813,84,68.7,0.0,field_out
3455,1,88.5,0.407,field_out
4023,-9,104.7,0.393,field_out
3748,48,69.4,0.233,field_out
3281,12,108.1,0.887,double
3844,9,95.4,0.673,single
4039,22,76.7,0.92,single
2475,-7,96.8,0.22,grounded_into_double_play
3922,42,90.6,0.013,field_out
3112,58,99.7,0.027,field_out
3451,11,97.6,0.873,single
3609,57,86.6,0.033,field_out
3996,26,101.2,0.793,home_run
3379,69,80.0,0.0,field_out
4180,69,80.0,0.0,field_out
125,18,104.9,0.593,field_out
2476,7,109.0,0.68,field_out
3500,18,101.2,0.46,field_out
4275,-1,71.2,0.093,field_out
172,9,86.3,0.473,single
267,-8,91.2,0.24,field_out
302,-13,85.8,0.087,field_out
185,-26,94.1,0.093,field_out
284,1,104.9,0.447,field_out
381,4,104.3,0.533,force_out
402,18,100.2,0.467,single
426,5,101.3,0.587,field_out
544,55,83.7,0.02,field_out
363,33,74.7,0.153,field_out
394,40,97.6,0.12,field_out
455,29,104.2,0.947,home_run
523,35,99.7,0.393,field_out
682,37,79.5,0.007,field_out
757,22,76.9,0.92,field_out
781,26,85.4,0.107,field_out
831,-1,100.6,0.373,field_out
921,69,80.0,0.0,field_out
1039,33,102.6,0.76,home_run
1132,31,61.1,0.653,single
1058,-10,95.3,0.287,field_out
1230,69,80.0,0.0,field_out
1301,27,95.4,0.26,double
1415,-11,68.8,0.067,field_out
1594,-8,71.1,0.113,field_out
1703,5,107.3,0.667,single
1771,11,74.5,0.353,field_out
2195,23,84.6,0.247,field_out
1504,-26,50.4,0.127,force_out
2031,-14,98.2,0.2,single
2205,81,71.7,0.007,field_out
2336,-21,81.3,0.06,fielders_choice
2301,38,84.6,0.02,field_out
2877,40,67.1,0.587,single
3558,14,101.4,0.727,single
3715,-4,104.0,0.373,field_out
4078,5,81.8,0.333,field_out
3419,53,80.3,0.033,field_out
3853,32,89.1,0.053,field_out
4021,-6,94.4,0.267,field_out
4412,13,90.0,0.927,field_out
3050,-21,82.9,0.073,field_out
3792,52,84.2,0.013,field_out
3997,21,100.4,0.507,double
1923,-23,81.8,0.067,single
2153,-12,106.2,0.293,field_error
3137,69,80.0,0.0,field_out
2905,11,75.1,0.327,field_out
3020,-46,57.0,0.147,field_out
3320,55,73.7,0.087,field_out
4222,22,105.8,0.96,home_run
1567,-21,82.9,0.073,field_out
1587,10,91.2,0.687,single
1722,17,83.7,0.933,single
2161,40,104.2,0.413,field_out
3491,69,80.0,0.0,field_out
4145,-21,82.9,0.073,field_out
2491,33,101.9,0.707,field_out
2666,29,95.4,0.293,field_out
2503,8,105.3,0.667,field_out
3841,11,86.5,0.687,field_out
3941,9,98.4,0.687,field_out
2786,-19,95.1,0.173,field_out
2927,-21,82.9,0.073,field_out
3524,-2,83.1,0.18,force_out
2346,24,91.1,0.227,single
3394,-10,100.6,0.267,field_error
4257,35,99.1,0.333,home_run
265,-13,97.2,0.187,field_out
403,32,97.4,0.247,double
442,10,108.9,0.907,double
595,20,75.8,0.98,single
760,-21,82.9,0.073,field_out
835,24,95.6,0.373,field_out
384,-37,65.7,0.053,field_out
467,33,97.3,0.267,home_run
630,39,89.2,0.013,field_out
727,26,69.3,0.973,single
941,-6,98.9,0.287,grounded_into_double_play
1206,-17,90.3,0.147,single
1449,53,87.9,0.013,field_out
1514,29,97.0,0.347,home_run
1695,19,67.0,0.72,single
792,2,100.8,0.473,field_out
853,-65,59.6,0.247,field_out
926,62,83.0,0.007,field_out
997,10,114.2,0.86,single
1108,-17,90.3,0.147,single
1197,39,64.9,0.56,double
1788,35,93.4,0.093,field_out
1803,2,90.4,0.413,single
2323,-11,94.3,0.233,field_out
1390,-8,95.0,0.267,field_out
1668,55,94.1,0.0,field_out
1782,30,100.2,0.58,home_run
1842,17,75.4,0.907,single
2418,8,116.1,0.773,field_out
3040,-17,99.8,0.187,grounded_into_double_play
4235,14,95.7,0.887,single
2709,9,81.7,0.36,field_out
3714,-1,73.5,0.1,field_out
4167,6,106.1,0.647,field_out
3895,-7,92.5,0.233,force_out
3232,3,112.3,0.673,single
4335,-6,103.0,0.3,field_out
2066,19,101.4,0.473,field_out
24,-11,73.8,0.107,field_out
31,28,75.2,0.427,field_out
44,-8,89.6,0.213,single
60,44,83.6,0.007,field_out
1239,20,99.7,0.42,field_out
1372,23,82.5,0.46,single
1507,12,107.9,0.887,single
1828,-14,92.8,0.247,field_out
94,41,82.4,0.013,field_out
148,31,82.8,0.027,field_out
2004,5,98.6,0.567,grounded_into_double_play
2327,11,96.3,0.853,single
2718,51,80.6,0.033,field_out
3409,-6,107.6,0.38,single
3877,16,99.6,0.54,double
195,-12,100.5,0.273,field_out
218,78,63.0,0.0,field_out
397,21,74.4,0.973,single
469,6,95.5,0.567,single
3588,8,98.3,0.593,field_out
4243,-9,99.6,0.273,single
2036,44,84.2,0.007,sac_fly
2665,10,82.3,0.487,single
550,53,70.1,0.113,field_out
598,13,103.9,0.847,double
644,33,98.0,0.28,field_out
2191,-24,72.5,0.073,force_out
2400,17,95.1,0.46,field_out
3433,2,105.9,0.54,single
1106,40,90.5,0.013,field_out
1205,33,75.3,0.153,field_out
1283,23,82.3,0.46,field_out
1145,3,95.0,0.487,force_out
1443,14,97.6,0.84,double
1525,2,97.4,0.507,single
1729,-35,53.8,0.14,field_out
1770,69,80.0,0.0,field_out
1901,28,103.6,0.967,home_run
1395,36,84.2,0.027,field_out
1495,2,64.1,0.08,field_out
1637,24,90.0,0.107,field_out
2646,13,101.5,0.92,single
3083,1,101.3,0.44,grounded_into_double_play
3635,7,94.2,0.5,single
4217,27,107.1,0.987,home_run
1867,9,73.3,0.26,field_out
2196,-8,84.8,0.12,field_out
2424,23,83.2,0.353,field_out
2541,22,111.9,1.0,home_run
930,9,71.1,0.267,single
1531,12,86.7,0.8,single
1667,7,102.8,0.633,single
1862,5,103.2,0.607,single
2348,41,93.4,0.02,field_out
2829,54,93.4,0.0,field_out
3047,-9,81.1,0.107,grounded_into_double_play
4004,21,84.9,0.453,single
2551,-21,82.9,0.073,field_out
2784,48,73.7,0.173,field_out
2956,23,76.1,0.913,single
3591,18,80.8,0.947,single
4339,-5,89.2,0.18,field_out
2258,18,106.8,0.713,double
3390,22,96.7,0.3,field_out
3515,3,107.2,0.593,field_error
2054,63,80.4,0.0,field_out
2004,45,80.8,0.013,field_out
2064,-56,68.2,0.193,single
3950,26,103.0,0.893,field_out
4416,21,104.4,0.793,home_run
3177,69,80.0,0.0,field_out
2829,-1,88.1,0.327,single
4249,69,80.0,0.0,field_out
4422,24,97.1,0.473,field_out
2656,6,100.4,0.62,single
3887,-17,77.6,0.033,field_out
4317,35,81.8,0.04,field_out
3558,15,91.8,0.913,double
3782,-35,58.6,0.073,field_out
552,69,80.0,0.0,field_out
660,43,87.1,0.007,field_out
840,30,100.4,0.58,home_run
857,9,75.3,0.267,field_out
1002,47,100.3,0.007,field_out
1038,-3,84.7,0.2,field_out
1093,12,93.0,0.873,field_out
1235,-3,111.8,0.52,single
1061,-22,77.9,0.047,grounded_into_double_play
1331,3,84.9,0.247,field_out
1482,-8,98.1,0.253,grounded_into_double_play
1523,15,87.6,0.973,single
1382,-16,66.4,0.067,field_out
1549,-19,83.1,0.093,grounded_into_double_play
1752,22,93.2,0.16,single
1902,59,93.2,0.007,field_out
1992,-14,89.4,0.153,field_out
2540,55,92.4,0.0,field_out
3843,32,78.8,0.053,single
4246,-3,94.0,0.34,field_out
3651,3,75.8,0.207,field_out
4044,32,83.3,0.02,field_out
2954,30,83.5,0.053,field_out
3258,0,87.6,0.327,grounded_into_double_play
3594,35,92.8,0.093,field_out
3791,0,76.2,0.113,single
4241,19,109.3,0.873,home_run
4111,-17,97.7,0.18,grounded_into_double_play
2204,22,70.9,0.98,single
3578,21,105.0,0.86,double
4236,31,91.3,0.087,field_out
2778,-22,86.7,0.067,field_out
3045,-2,84.1,0.187,field_out
3446,-5,97.4,0.253,field_out
2427,30,77.2,0.133,field_out
3042,-23,99.2,0.22,field_out
3669,-29,96.6,0.193,field_out
3803,29,90.7,0.073,field_out
2390,17,99.8,0.5,double
3012,7,99.4,0.627,single
2908,30,70.6,0.793,single
4211,3,58.7,0.12,single
79,8,78.1,0.307,field_out
142,28,87.3,0.087,field_out
135,9,74.1,0.273,field_out
247,29,96.7,0.347,field_out
389,2,92.5,0.333,single
565,37,83.6,0.033,field_out
154,69,80.0,0.0,field_out
277,20,103.9,0.693,field_out
517,-15,99.4,0.187,single
644,-25,75.4,0.06,field_out
737,3,98.6,0.527,field_out
850,-12,96.2,0.253,field_out
620,13,71.7,0.387,field_out
841,21,110.6,0.987,double
992,32,85.0,0.027,field_out
1205,-33,72.2,0.067,force_out
1270,69,80.0,0.0,field_out
1258,69,80.0,0.0,field_out
1393,69,80.0,0.0,field_error
1440,62,81.6,0.007,field_out
2398,29,99.6,0.68,field_out
2594,7,101.5,0.64,single
1835,18,82.8,0.913,single
2038,-19,101.0,0.207,field_out
3117,44,92.0,0.007,field_out
3491,14,96.6,0.88,field_out
3640,-36,53.9,0.127,field_out
2284,29,96.6,0.347,field_out
2858,17,81.7,0.947,single
3969,38,87.7,0.02,field_out
2439,19,100.1,0.44,field_out
2929,-14,97.7,0.2,field_out
2358,10,103.0,0.82,field_out
4020,9,85.7,0.473,single
4197,44,91.8,0.007,field_out
3312,-20,74.3,0.04,field_out
4302,31,88.3,0.053,field_out
2263,5,71.7,0.153,field_out
3913,-5,75.8,0.073,field_out
2067,38,105.8,0.587,home_run
2286,-3,114.0,0.5,single
4081,-21,82.9,0.073,field_out
1945,26,82.3,0.213,field_out
2304,27,106.7,0.987,home_run
2868,-24,75.7,0.073,field_out
3110,53,92.5,0.0,field_out
3559,1,69.9,0.127,field_out
3852,5,100.0,0.587,single
4074,6,99.3,0.6,field_out
4336,31,83.9,0.053,field_out
224,-12,94.0,0.187,force_out
352,11,79.5,0.447,single
375,21,95.4,0.24,double
440,10,99.2,0.827,double
3657,0,93.4,0.293,field_out
676,37,80.6,0.0,field_out
1858,-20,62.2,0.053,field_out
2115,5,90.0,0.527,single
2291,-21,82.9,0.073,field_out
1007,-35,84.8,0.033,field_out
1144,-6,98.4,0.28,field_out
2525,30,96.8,0.467,field_out
589,41,92.3,0.007,field_out
785,11,91.0,0.747,single
855,33,106.6,0.927,home_run
930,25,72.5,0.853,single
1484,33,97.8,0.28,field_out
1582,61,91.3,0.013,field_out
1665,31,99.5,0.567,field_out
1374,45,58.7,0.153,field_out
1543,13,92.0,0.947,single
1751,-43,58.0,0.127,field_out
1823,10,81.3,0.42,field_out
1889,69,80.0,0.0,field_out
2218,13,106.7,0.813,double
3036,16,106.2,0.573,sac_fly
3568,-17,90.3,0.147,single
4306,25,78.2,0.527,single
2881,18,95.3,0.467,double
3573,1,84.2,0.28,single
3833,12,78.2,0.453,single
3416,19,104.0,0.553,field_out
3654,-4,100.8,0.427,field_out
2015,-8,97.7,0.253,field_out
2200,20,100.5,0.42,double
2753,69,80.0,0.0,field_out
3259,10,106.3,0.853,double
4441,6,94.3,0.54,field_out
2870,-35,73.0,0.047,field_out
3161,69,80.0,0.0,field_out
3595,13,101.1,0.9,field_out
2949,-21,82.9,0.073,grounded_into_double_play
2306,-12,75.5,0.093,grounded_into_double_play
2924,41,101.4,0.16,home_run
3381,25,103.8,0.887,home_run
3722,0,84.3,0.24,force_out
4150,17,94.1,0.533,single
94,13,105.1,0.827,field_out
112,1,110.1,0.593,double
345,28,84.4,0.04,field_out
2716,35,78.3,0.08,field_out
3406,69,80.0,0.0,field_out
399,69,80.0,0.0,field_out
581,34,104.1,0.76,home_run
773,69,80.0,0.0,field_out
754,-31,81.8,0.06,field_out
801,27,111.1,1.0,home_run
851,32,95.4,0.267,field_out
854,35,96.8,0.22,field_out
964,44,74.1,0.193,field_out
1036,-9,89.3,0.193,field_out
1183,45,101.7,0.127,field_out
1495,69,80.0,0.0,field_out
1787,20,78.2,0.973,single
1912,16,91.4,0.807,double_play
2136,57,87.4,0.033,field_out
3747,32,92.7,0.16,home_run
3958,-32,89.3,0.08,single
4011,33,76.3,0.1,field_out
4421,-45,82.4,0.027,field_out
2747,56,102.0,0.033,field_out
3350,55,63.5,0.047,field_out
2397,11,99.8,0.9,single
2796,15,108.1,0.613,double
4224,-10,82.2,0.107,field_out
3228,43,95.9,0.04,field_out
3409,18,97.2,0.367,field_out
4168,33,97.2,0.267,home_run
3666,31,106.2,0.953,triple
3945,7,72.6,0.227,single
2644,45,90.9,0.0,field_out
2956,-24,94.5,0.107,force_out
3185,17,101.6,0.54,single
3839,9,81.0,0.393,field_out
3027,69,80.0,0.0,field_out
3615,1,97.1,0.34,double
48,9,103.5,0.733,double
262,55,91.3,0.0,field_out
343,34,90.3,0.06,field_out
487,7,68.3,0.207,field_out
594,-6,104.0,0.313,field_out
387,48,89.6,0.007,field_out
622,-16,86.6,0.1,force_out
675,46,94.9,0.007,field_out
708,6,52.7,0.14,fielders_choice_out
726,-5,92.4,0.28,double
827,-52,59.6,0.167,field_error
912,13,92.1,0.947,single
1026,-19,101.3,0.207,field_out
959,57,91.0,0.007,field_out
1498,3,71.5,0.113,grounded_into_double_play
1762,1,105.3,0.447,single
1392,13,107.3,0.813,single
1701,-13,91.6,0.187,field_out
1961,40,86.8,0.013,field_out
1808,41,87.0,0.013,field_out
1898,12,113.3,0.84,single
2036,69,80.0,0.0,field_out
2932,36,81.3,0.02,field_out
3151,25,101.6,0.867,home_run
2974,-21,82.9,0.073,field_out
3345,11,78.2,0.407,single
3849,33,96.5,0.267,sac_fly
3860,-16,89.5,0.127,double
2477,37,69.4,0.62,field_out
2788,34,83.2,0.02,field_out
4414,16,105.3,0.567,double
2823,18,63.9,0.433,field_out
3054,-12,107.3,0.307,field_out
2436,23,86.8,0.2,double
3154,22,71.5,0.98,single
2458,19,92.4,0.413,field_out
4181,69,80.0,0.0,field_out
305,-11,79.7,0.1,field_out
183,33,97.7,0.28,sac_fly
226,15,87.1,0.94,single
272,12,91.4,0.86,single
488,-13,90.2,0.18,double
508,12,103.2,0.893,single
678,20,102.9,0.633,field_out
705,-38,87.0,0.053,field_out
1253,33,96.5,0.267,field_out
1396,6,89.8,0.553,single
1469,40,48.9,0.173,single
1538,-17,90.3,0.147,single
1013,14,69.4,0.373,field_out
1112,33,84.2,0.02,field_out
1698,69,80.0,0.0,field_out
1870,9,86.5,0.473,field_out
1585,56,79.4,0.04,field_out
2009,-23,88.9,0.08,field_out
2118,69,80.0,0.0,field_out
2130,3,74.4,0.16,double
2283,26,81.0,0.193,field_out
3467,-2,89.9,0.287,grounded_into_double_play
3684,13,93.5,0.947,single
2769,-18,69.7,0.047,field_out
4278,44,95.5,0.02,field_out
2616,41,79.7,0.04,field_out
3174,-2,106.0,0.473,single
2981,-5,108.2,0.393,single
3687,-13,96.8,0.187,field_out
4187,0,109.4,0.56,field_out
3064,54,81.8,0.02,field_out
3773,15,99.3,0.753,field_out
4097,-6,86.2,0.127,field_out
2442,24,87.4,0.133,field_out
2917,-32,78.7,0.04,force_out
4080,-2,69.5,0.107,field_out
3444,34,71.5,0.427,field_out
4274,50,94.4,0.013,field_out
4005,29,82.8,0.033,field_out
214,-2,105.3,0.48,single
388,28,100.6,0.747,home_run
146,76,79.9,0.007,field_out
189,-21,98.0,0.153,grounded_into_double_play
691,-24,96.5,0.127,force_out
727,15,94.1,0.793,single
744,-22,82.7,0.073,field_out
919,33,103.5,0.76,home_run
480,36,72.1,0.327,field_out
511,-2,83.1,0.18,single
529,-75,39.0,0.18,field_out
1169,15,85.1,0.94,single
1173,69,80.0,0.0,field_out
1359,-8,95.9,0.213,field_out
1941,38,75.9,0.06,field_out
2178,69,80.0,0.0,field_out
1605,-22,62.4,0.053,field_out
1750,9,103.8,0.753,field_out
2634,38,104.0,0.553,field_out
2738,15,109.7,0.733,field_out
2117,-10,95.9,0.213,field_out
3278,-12,98.2,0.307,grounded_into_double_play
3468,13,96.5,0.9,single
4195,34,94.7,0.193,field_out
2133,52,88.9,0.02,field_out
2265,-9,81.9,0.12,field_out
2732,28,99.7,0.72,double
3320,69,80.0,0.0,field_out
3645,8,102.9,0.713,single
2853,-26,96.4,0.127,field_out
3385,14,69.4,0.373,field_out
1800,-21,82.9,0.073,field_out
2478,-15,78.4,0.047,force_out
3533,32,71.4,0.673,single
85,61,65.2,0.007,field_out
118,34,76.8,0.133,field_out
156,34,73.7,0.207,field_out
1845,-27,85.2,0.067,field_out
1906,27,99.5,0.553,double
2919,17,100.8,0.433,double
171,-18,78.4,0.027,field_out
248,-7,104.5,0.313,field_out
367,48,87.4,0.0,field_out
75,14,108.7,0.7,single
111,-7,98.4,0.28,single
125,-4,95.4,0.24,field_out
237,34,93.2,0.113,field_error
670,4,73.1,0.167,grounded_into_double_play
692,18,84.6,0.847,single
413,-21,82.9,0.073,field_out
459,-35,87.5,0.06,field_out
614,-25,83.6,0.06,field_out
758,-8,64.0,0.06,field_out
876,28,69.2,0.933,single
932,8,76.2,0.26,field_out
1079,-20,82.5,0.073,field_out
698,19,94.7,0.413,field_out
815,19,97.4,0.387,field_out
873,-24,90.6,0.16,field_out
1208,2,101.5,0.473,field_out
1248,21,75.1,0.973,single
1536,13,100.1,0.947,single
1667,-28,83.0,0.06,field_out
935,-7,95.6,0.22,grounded_into_double_play
1042,-21,82.9,0.073,field_error
1138,23,105.0,0.94,home_run
1175,69,80.0,0.0,field_out
1426,-13,39.8,0.273,single
1442,6,107.5,0.633,single
1561,18,94.3,0.48,double
1738,-2,96.8,0.367,field_out
2144,-20,82.3,0.073,field_out
1997,5,100.5,0.587,field_out
2197,52,87.2,0.013,field_out
2264,-26,77.5,0.067,field_out
2953,4,86.3,0.313,triple
3178,-2,105.3,0.48,single
3870,3,77.6,0.207,field_out
2267,22,89.4,0.167,field_out
4400,35,89.8,0.053,field_out
1963,32,102.5,0.773,home_run
2030,-2,76.2,0.173,field_out
2074,33,99.8,0.54,field_out
2152,16,104.3,0.633,field_out
2339,21,83.5,0.607,field_out
3248,46,73.3,0.2,single
2466,33,93.8,0.167,field_out
3268,-6,87.0,0.2,single
1638,12,102.8,0.893,single
2707,5,88.5,0.36,single
3094,35,93.2,0.093,field_out
3636,22,105.4,0.92,double
16,-12,91.5,0.18,single
38,44,55.8,0.153,field_out
51,5,98.4,0.513,field_out
356,2,82.8,0.32,field_out
485,24,105.6,0.973,home_run
586,-3,102.2,0.347,field_out
128,-5,97.4,0.253,field_out
300,0,99.4,0.493,single
662,35,74.8,0.133,field_out
771,30,100.1,0.58,triple
877,69,80.0,0.0,field_out
916,-30,83.6,0.067,field_out
1014,11,95.8,0.853,single
1273,9,105.4,0.767,single
765,1,89.7,0.447,field_out
1410,53,96.1,0.013,field_out
1450,25,93.5,0.193,field_out
1510,69,80.0,0.0,field_out
1180,32,91.8,0.113,field_out
1255,9,100.6,0.687,single
1637,23,82.7,0.353,field_out
1804,27,99.8,0.773,home_run
1999,-37,75.7,0.047,field_out
2196,18,99.6,0.467,field_out
1537,1,93.7,0.447,single
1975,11,103.6,0.887,single
2092,6,101.3,0.6,single
2866,4,84.1,0.307,single
3120,43,86.1,0.013,field_out
3586,2,90.5,0.413,single
4169,34,86.7,0.04,field_out
2548,-21,82.9,0.073,double_play
3232,17,85.0,0.92,single
4021,9,101.2,0.687,single
2247,-21,82.9,0.073,field_out
3119,-28,83.2,0.06,field_out
2828,-41,78.7,0.027,field_out
4267,58,76.6,0.04,field_out
3431,-24,81.3,0.047,grounded_into_double_play
4151,19,97.2,0.387,field_out
4363,14,88.3,0.94,single
2827,41,101.7,0.167,field_out
3043,33,93.2,0.173,field_out
3895,14,97.3,0.88,single
6,21,97.1,0.293,field_out
49,28,79.3,0.147,field_out
2060,-21,82.9,0.073,field_out
2586,69,80.0,0.0,field_out
58,33,92.1,0.093,field_out
72,-43,90.4,0.08,field_out
127,69,80.0,0.0,field_out
2651,-40,70.6,0.087,field_out
155,57,92.0,0.013,field_out
170,18,85.3,0.847,single
256,-18,82.3,0.073,field_out
355,17,103.2,0.473,field_out
3004,32,78.8,0.053,field_out
3203,26,95.9,0.267,field_out
3846,54,85.7,0.007,field_out
401,8,81.4,0.373,field_out
649,-21,82.9,0.073,fielders_choice
777,-21,90.6,0.093,single
244,27,78.1,0.327,field_out
268,6,103.5,0.607,field_out
317,13,108.3,0.787,double
398,14,109.7,0.727,single
420,14,83.7,0.92,single
664,-4,98.3,0.38,single
689,24,95.1,0.26,field_error
986,37,86.7,0.013,field_out
1142,5,88.6,0.36,force_out
1279,1,79.5,0.22,single
918,-2,94.6,0.36,field_out
1337,-4,98.9,0.32,field_out
1489,43,97.3,0.027,field_out
1680,-1,106.4,0.413,single
1322,2,98.7,0.567,single
1351,-1,84.6,0.207,single
1624,33,92.1,0.093,field_out
1734,20,97.6,0.387,field_out
3272,21,108.6,0.98,double
4096,-21,82.9,0.073,field_out
